agrupacion_nombre_,0.1,0.85
1Pais,0.08586206896551725,0.21428571428571427
Alianza Cambiemos,0.08233855638708282,0.4899040876602347
Alianza Compromiso Federal,0.010496730163465192,0.14396522392714234
Alianza Frente Amplio Progresista,0.010646507098768025,0.23043727737802894
Alianza Frente De Izquierda Y De Los Trabajadores,0.0,0.040859758301916016
Alianza Frente Para La Victoria,0.18867780599250467,0.7149412718872964
Alianza Frente Popular,0.02345534309947527,0.19722762606352556
Alianza Progresistas,0.0,0.04758784205336473
Alianza Unidos Por Una Nueva Alternativa (Una),0.056780855284472534,0.26588427051263935
Alianza Union Para El Desarrollo Social - Udeso,0.061602707437347755,0.27264295732446797
Alianza Union Por Cordoba,0.2340979158959181,0.5639755684567005
Alianza Unión Para El Desarrollo Social,0.05006577529494633,0.260367866415647
Cambiemos,0.17308005828415346,0.6059077658097259
Consenso Federal,0.00965626930000339,0.0912526287994552
Frente De Izquierda Y De Los Trabajadores,0.0,0.06749233569443457
Frente De Izquierda Y De Trabajadores - Unidad,0.0,0.04514301490569946
Frente De Todos,0.20433236596114618,0.6982229655154905
Frente Justicialista,0.021436413540713635,0.2979093551511313
Frente Para La Victoria,0.14580441482037992,0.7113377387896932
Frente Progresista Civico Y Social,0.041125953317300054,0.6914416826360312
Frente Renovador,0.2431861804222649,0.47893255761773956
Hacemos Por Córdoba,0.14227151597353133,0.44836719318912804
Hacemos Por Nuestro Pais,0.0,0.05994017094017088
Juntos Por El Cambio,0.11047975374823212,0.52887108618471
La Libertad Avanza,0.12971440724334338,0.4260501771861367
Resto,0.8310409586678212,0.91150868238028
Unidad Ciudadana,0.061655145929339475,0.38565138587465925
Union Civica Radical,0.12587051294069804,0.6133961337524863
Union Por La Patria,0.08276946530880396,0.5120417580000918
