distrito_id,seccionprovincial_id,seccion_id,circuito_id,mesa_id,cargo_id,agrupacion_id,agrupacion_nombre,lista_numero,lista_nombre,votos_tipo,votos_cantidad,eleccion_id
2,3,61,000630,888,4,,,,,COMANDO,0,13
2,3,61,000630,888,5,,,,,COMANDO,0,13
2,3,61,000630,888,7,,,,,COMANDO,0,13
2,3,61,000630,889,1,,,,,COMANDO,0,13
2,3,61,000630,889,3,,,,,COMANDO,0,13
2,3,61,000630,889,4,,,,,COMANDO,0,13
2,3,61,000630,889,5,,,,,COMANDO,0,13
2,3,61,000630,889,7,,,,,COMANDO,0,13
2,3,61,000630,890,1,,,,,COMANDO,0,13
2,3,61,000630,890,3,,,,,COMANDO,0,13
2,3,61,000630,890,4,,,,,COMANDO,0,13
2,3,61,000630,890,5,,,,,COMANDO,0,13
2,3,61,000630,890,7,,,,,COMANDO,0,13
2,3,61,000630,891,1,,,,,COMANDO,0,13
2,3,61,000630,891,3,,,,,COMANDO,0,13
2,3,61,000630,891,4,,,,,COMANDO,0,13
2,3,61,000630,891,5,,,,,COMANDO,0,13
2,3,61,000630,891,7,,,,,COMANDO,0,13
2,3,61,000630,892,1,,,,,COMANDO,1,13
2,3,61,000630,892,3,,,,,COMANDO,1,13
2,3,61,000630,892,4,,,,,COMANDO,1,13
2,3,61,000630,892,5,,,,,COMANDO,1,13
2,3,61,000630,892,7,,,,,COMANDO,1,13
2,3,61,000630,893,1,,,,,COMANDO,0,13
2,3,61,000630,893,3,,,,,COMANDO,0,13
2,3,61,000630,893,4,,,,,COMANDO,0,13
2,3,61,000630,893,5,,,,,COMANDO,0,13
2,3,61,000630,893,7,,,,,COMANDO,0,13
2,3,61,000630,894,1,,,,,COMANDO,0,13
2,3,61,000630,894,3,,,,,COMANDO,0,13
2,3,61,000630,894,4,,,,,COMANDO,0,13
2,3,61,000630,894,5,,,,,COMANDO,0,13
2,3,61,000630,894,7,,,,,COMANDO,0,13
2,3,61,000630,895,1,,,,,COMANDO,1,13
2,3,61,000630,895,3,,,,,COMANDO,1,13
2,3,61,000630,895,4,,,,,COMANDO,1,13
2,3,61,000630,895,5,,,,,COMANDO,1,13
2,3,61,000630,895,7,,,,,COMANDO,1,13
2,3,61,000630,896,1,,,,,COMANDO,0,13
2,3,61,000630,896,3,,,,,COMANDO,0,13
2,3,61,000630,896,4,,,,,COMANDO,0,13
2,3,61,000630,896,5,,,,,COMANDO,0,13
2,3,61,000630,896,7,,,,,COMANDO,0,13
2,3,61,000630,897,1,,,,,COMANDO,0,13
2,3,61,000630,897,3,,,,,COMANDO,0,13
2,3,61,000630,897,4,,,,,COMANDO,0,13
2,3,61,000630,897,5,,,,,COMANDO,0,13
2,3,61,000630,897,7,,,,,COMANDO,0,13
2,3,61,000630,898,1,,,,,COMANDO,0,13
2,3,61,000630,898,3,,,,,COMANDO,0,13
2,3,61,000630,898,4,,,,,COMANDO,0,13
2,3,61,000630,898,5,,,,,COMANDO,0,13
2,3,61,000630,898,7,,,,,COMANDO,0,13
2,3,61,000630,899,1,,,,,COMANDO,0,13
2,3,61,000630,899,3,,,,,COMANDO,0,13
2,3,61,000630,899,4,,,,,COMANDO,0,13
2,3,61,000630,899,5,,,,,COMANDO,0,13
2,3,61,000630,899,7,,,,,COMANDO,0,13
2,3,61,000630,900,1,,,,,COMANDO,0,13
2,3,61,000630,900,3,,,,,COMANDO,0,13
2,3,61,000630,900,4,,,,,COMANDO,0,13
2,3,61,000630,900,5,,,,,COMANDO,0,13
2,3,61,000630,900,7,,,,,COMANDO,0,13
2,3,61,000630,901,1,,,,,COMANDO,0,13
2,3,61,000630,901,3,,,,,COMANDO,0,13
2,3,61,000630,901,4,,,,,COMANDO,0,13
2,3,61,000630,901,5,,,,,COMANDO,0,13
2,3,61,000630,901,7,,,,,COMANDO,0,13
2,3,61,000630,902,1,,,,,COMANDO,0,13
2,3,61,000630,902,3,,,,,COMANDO,0,13
2,3,61,000630,902,4,,,,,COMANDO,0,13
2,3,61,000630,902,5,,,,,COMANDO,0,13
2,3,61,000630,902,7,,,,,COMANDO,0,13
2,3,61,000630,903,1,,,,,COMANDO,0,13
2,3,61,000630,903,3,,,,,COMANDO,0,13
2,3,61,000630,903,4,,,,,COMANDO,0,13
2,3,61,000630,903,5,,,,,COMANDO,0,13
2,3,61,000630,903,7,,,,,COMANDO,0,13
2,3,61,000630,904,1,,,,,COMANDO,2,13
2,3,61,000630,904,3,,,,,COMANDO,2,13
2,3,61,000630,904,4,,,,,COMANDO,2,13
2,3,61,000630,904,5,,,,,COMANDO,2,13
2,3,61,000630,904,7,,,,,COMANDO,2,13
2,3,61,000630,905,1,,,,,COMANDO,0,13
2,3,61,000630,905,3,,,,,COMANDO,0,13
2,3,61,000630,905,4,,,,,COMANDO,0,13
2,3,61,000630,905,5,,,,,COMANDO,0,13
2,3,61,000630,905,7,,,,,COMANDO,0,13
2,3,61,000630,906,1,,,,,COMANDO,0,13
2,3,61,000630,906,3,,,,,COMANDO,0,13
2,3,61,000630,906,4,,,,,COMANDO,0,13
2,3,61,000630,906,5,,,,,COMANDO,0,13
2,3,61,000630,906,7,,,,,COMANDO,0,13
2,3,61,000630,907,1,,,,,COMANDO,0,13
2,3,61,000630,907,3,,,,,COMANDO,0,13
2,3,61,000630,907,4,,,,,COMANDO,0,13
2,3,61,000630,907,5,,,,,COMANDO,0,13
2,3,61,000630,907,7,,,,,COMANDO,0,13
2,3,61,000630,908,1,,,,,COMANDO,0,13
2,3,61,000630,908,3,,,,,COMANDO,0,13
2,3,61,000630,908,4,,,,,COMANDO,0,13
2,3,61,000630,908,5,,,,,COMANDO,0,13
2,3,61,000630,908,7,,,,,COMANDO,0,13
2,3,61,000630,909,1,,,,,COMANDO,0,13
2,3,61,000630,909,3,,,,,COMANDO,0,13
2,3,61,000630,909,4,,,,,COMANDO,0,13
2,3,61,000630,909,5,,,,,COMANDO,0,13
2,3,61,000630,909,7,,,,,COMANDO,0,13
2,3,61,000630,910,1,,,,,COMANDO,0,13
2,3,61,000630,910,3,,,,,COMANDO,0,13
2,3,61,000630,910,4,,,,,COMANDO,0,13
2,3,61,000630,910,5,,,,,COMANDO,0,13
2,3,61,000630,910,7,,,,,COMANDO,0,13
2,3,61,000630,911,1,,,,,COMANDO,0,13
2,3,61,000630,911,3,,,,,COMANDO,0,13
2,3,61,000630,911,4,,,,,COMANDO,0,13
2,3,61,000630,911,5,,,,,COMANDO,0,13
2,3,61,000630,911,7,,,,,COMANDO,0,13
2,3,61,000630,912,1,,,,,COMANDO,3,13
2,3,61,000630,912,3,,,,,COMANDO,3,13
2,3,61,000630,912,4,,,,,COMANDO,3,13
2,3,61,000630,912,5,,,,,COMANDO,3,13
2,3,61,000630,912,7,,,,,COMANDO,3,13
2,3,61,000630,913,1,,,,,COMANDO,0,13
2,3,61,000630,913,3,,,,,COMANDO,0,13
2,3,61,000630,913,4,,,,,COMANDO,0,13
2,3,61,000630,913,5,,,,,COMANDO,0,13
2,3,61,000630,913,7,,,,,COMANDO,0,13
2,3,61,000630,914,1,,,,,COMANDO,0,13
2,3,61,000630,914,3,,,,,COMANDO,0,13
2,3,61,000630,914,4,,,,,COMANDO,0,13
2,3,61,000630,914,5,,,,,COMANDO,0,13
2,3,61,000630,914,7,,,,,COMANDO,0,13
2,3,61,000630,915,1,,,,,COMANDO,0,13
2,3,61,000630,915,3,,,,,COMANDO,0,13
2,3,61,000630,915,4,,,,,COMANDO,0,13
2,3,61,000630,915,5,,,,,COMANDO,0,13
2,3,61,000630,915,7,,,,,COMANDO,0,13
2,3,61,000630,916,1,,,,,COMANDO,0,13
2,3,61,000630,916,3,,,,,COMANDO,0,13
2,3,61,000630,916,4,,,,,COMANDO,0,13
2,3,61,000630,916,5,,,,,COMANDO,0,13
2,3,61,000630,916,7,,,,,COMANDO,0,13
2,3,61,000630,917,1,,,,,COMANDO,0,13
2,3,61,000630,917,3,,,,,COMANDO,0,13
2,3,61,000630,917,4,,,,,COMANDO,0,13
2,3,61,000630,917,5,,,,,COMANDO,0,13
2,3,61,000630,917,7,,,,,COMANDO,0,13
2,3,61,000630,918,1,,,,,COMANDO,0,13
2,3,61,000630,918,3,,,,,COMANDO,0,13
2,3,61,000630,918,4,,,,,COMANDO,0,13
2,3,61,000630,918,5,,,,,COMANDO,0,13
2,3,61,000630,918,7,,,,,COMANDO,0,13
2,3,61,000630,919,1,,,,,COMANDO,3,13
2,3,61,000630,919,3,,,,,COMANDO,3,13
2,3,61,000630,919,4,,,,,COMANDO,3,13
2,3,61,000630,919,5,,,,,COMANDO,3,13
2,3,61,000630,919,7,,,,,COMANDO,3,13
2,3,61,000631,920,1,,,,,COMANDO,0,13
2,3,61,000631,920,3,,,,,COMANDO,0,13
2,3,61,000631,920,4,,,,,COMANDO,0,13
2,3,61,000631,920,5,,,,,COMANDO,0,13
2,3,61,000631,920,7,,,,,COMANDO,0,13
2,3,61,000631,921,1,,,,,COMANDO,0,13
2,3,61,000631,921,3,,,,,COMANDO,0,13
2,3,61,000631,921,4,,,,,COMANDO,0,13
2,3,61,000631,921,5,,,,,COMANDO,0,13
2,3,61,000631,921,7,,,,,COMANDO,0,13
2,3,61,000631,922,1,,,,,COMANDO,0,13
2,3,61,000631,922,3,,,,,COMANDO,0,13
2,3,61,000631,922,4,,,,,COMANDO,0,13
2,3,61,000631,922,5,,,,,COMANDO,0,13
2,3,61,000631,922,7,,,,,COMANDO,0,13
2,3,61,000631,923,1,,,,,COMANDO,0,13
2,3,61,000631,923,3,,,,,COMANDO,0,13
2,3,61,000631,923,4,,,,,COMANDO,0,13
2,3,61,000631,923,5,,,,,COMANDO,0,13
2,3,61,000631,923,7,,,,,COMANDO,0,13
2,3,61,000631,924,1,,,,,COMANDO,0,13
2,3,61,000631,924,3,,,,,COMANDO,0,13
2,3,61,000631,924,4,,,,,COMANDO,0,13
2,3,61,000631,924,5,,,,,COMANDO,0,13
2,3,61,000631,924,7,,,,,COMANDO,0,13
2,3,61,000631,925,1,,,,,COMANDO,0,13
2,3,61,000631,925,3,,,,,COMANDO,0,13
2,3,61,000631,925,4,,,,,COMANDO,0,13
2,3,61,000631,925,5,,,,,COMANDO,0,13
2,3,61,000631,925,7,,,,,COMANDO,0,13
2,3,61,000631,926,1,,,,,COMANDO,0,13
2,3,61,00629A,627,4,,,,,COMANDO,0,13
2,3,61,00629A,627,5,,,,,COMANDO,0,13
2,3,61,00629A,627,7,,,,,COMANDO,0,13
2,3,61,00629A,628,1,,,,,COMANDO,0,13
2,3,61,00629A,628,3,,,,,COMANDO,0,13
2,3,61,00629A,628,4,,,,,COMANDO,0,13
2,3,61,00629A,628,5,,,,,COMANDO,0,13
2,3,61,00629A,628,7,,,,,COMANDO,0,13
2,3,61,00629A,629,1,,,,,COMANDO,0,13
2,3,61,00629A,629,3,,,,,COMANDO,0,13
2,3,61,00629A,629,4,,,,,COMANDO,0,13
2,3,61,00629A,629,5,,,,,COMANDO,0,13
2,3,61,00629A,629,7,,,,,COMANDO,0,13
2,3,61,00629A,630,1,,,,,COMANDO,0,13
2,3,61,00629A,630,3,,,,,COMANDO,0,13
2,3,61,00629A,630,4,,,,,COMANDO,0,13
2,3,61,00629A,630,5,,,,,COMANDO,0,13
2,3,61,00629A,630,7,,,,,COMANDO,0,13
2,3,61,00629A,631,1,,,,,COMANDO,0,13
2,3,61,00629A,631,3,,,,,COMANDO,0,13
2,3,61,00629A,631,4,,,,,COMANDO,0,13
2,3,61,00629A,631,5,,,,,COMANDO,0,13
2,3,61,00629A,631,7,,,,,COMANDO,0,13
2,3,61,00629A,632,1,,,,,COMANDO,0,13
2,3,61,00629A,632,3,,,,,COMANDO,0,13
2,3,61,00629A,632,4,,,,,COMANDO,0,13
2,3,61,00629A,632,5,,,,,COMANDO,0,13
2,3,61,00629A,632,7,,,,,COMANDO,0,13
2,3,61,00629A,633,1,,,,,COMANDO,0,13
2,3,61,00629A,633,3,,,,,COMANDO,0,13
2,3,61,00629A,633,4,,,,,COMANDO,0,13
2,3,61,00629A,633,5,,,,,COMANDO,0,13
2,3,61,00629A,633,7,,,,,COMANDO,0,13
2,3,61,00629A,634,1,,,,,COMANDO,0,13
2,3,61,00629A,634,3,,,,,COMANDO,0,13
2,3,61,00629A,634,4,,,,,COMANDO,0,13
2,3,61,00629A,634,5,,,,,COMANDO,0,13
2,3,61,00629A,634,7,,,,,COMANDO,0,13
2,3,61,00629A,635,1,,,,,COMANDO,4,13
2,3,61,00629A,635,3,,,,,COMANDO,4,13
2,3,61,00629A,635,4,,,,,COMANDO,4,13
2,3,61,00629A,635,5,,,,,COMANDO,4,13
2,3,61,00629A,635,7,,,,,COMANDO,4,13
2,3,61,00629A,636,1,,,,,COMANDO,0,13
2,3,61,00629A,636,3,,,,,COMANDO,0,13
2,3,61,00629A,636,4,,,,,COMANDO,0,13
2,3,61,00629A,636,5,,,,,COMANDO,0,13
2,3,61,00629A,636,7,,,,,COMANDO,0,13
2,3,61,00629A,637,1,,,,,COMANDO,0,13
2,3,61,00629A,637,3,,,,,COMANDO,0,13
2,3,61,00629A,637,4,,,,,COMANDO,0,13
2,3,61,00629A,637,5,,,,,COMANDO,0,13
2,3,61,00629A,637,7,,,,,COMANDO,0,13
2,3,61,00629A,638,1,,,,,COMANDO,0,13
2,3,61,00629A,638,3,,,,,COMANDO,0,13
2,3,61,00629A,638,4,,,,,COMANDO,0,13
2,3,61,00629A,638,5,,,,,COMANDO,0,13
2,3,61,00629A,638,7,,,,,COMANDO,0,13
2,3,61,00629A,639,1,,,,,COMANDO,0,13
2,3,61,00629A,639,3,,,,,COMANDO,0,13
2,3,61,00629A,639,4,,,,,COMANDO,0,13
2,3,61,00629A,639,5,,,,,COMANDO,0,13
2,3,61,00629A,639,7,,,,,COMANDO,0,13
2,3,61,00629A,640,1,,,,,COMANDO,0,13
2,3,61,00629A,640,3,,,,,COMANDO,0,13
2,3,61,00629A,640,4,,,,,COMANDO,0,13
2,3,61,00629A,640,5,,,,,COMANDO,0,13
2,3,61,00629A,640,7,,,,,COMANDO,0,13
2,3,61,00629A,641,1,,,,,COMANDO,0,13
2,3,61,00629A,641,3,,,,,COMANDO,0,13
2,3,61,00629A,641,4,,,,,COMANDO,0,13
2,3,61,00629A,641,5,,,,,COMANDO,0,13
2,3,61,00629A,641,7,,,,,COMANDO,0,13
2,3,61,00629A,642,1,,,,,COMANDO,0,13
2,3,61,00629A,642,3,,,,,COMANDO,0,13
2,3,61,00629A,642,4,,,,,COMANDO,0,13
2,3,61,00629A,642,5,,,,,COMANDO,0,13
2,3,61,00629A,642,7,,,,,COMANDO,0,13
2,3,61,00629A,643,1,,,,,COMANDO,0,13
2,3,61,00629A,643,3,,,,,COMANDO,0,13
2,3,61,00629A,643,4,,,,,COMANDO,0,13
2,3,61,00629A,643,5,,,,,COMANDO,0,13
2,3,61,00629A,643,7,,,,,COMANDO,0,13
2,3,61,00629A,644,1,,,,,COMANDO,0,13
2,3,61,00629A,644,3,,,,,COMANDO,0,13
2,3,61,00629A,644,4,,,,,COMANDO,0,13
2,3,61,00629A,644,5,,,,,COMANDO,0,13
2,3,61,00629A,644,7,,,,,COMANDO,0,13
2,3,61,00629A,645,1,,,,,COMANDO,0,13
2,3,61,00629A,645,3,,,,,COMANDO,0,13
2,3,61,00629A,645,4,,,,,COMANDO,0,13
2,3,61,00629A,645,5,,,,,COMANDO,0,13
2,3,61,00629A,645,7,,,,,COMANDO,0,13
2,3,61,00629A,646,1,,,,,COMANDO,0,13
2,3,61,00629A,646,3,,,,,COMANDO,0,13
2,3,61,00629A,646,4,,,,,COMANDO,0,13
2,3,61,00629A,646,5,,,,,COMANDO,0,13
2,3,61,00629A,646,7,,,,,COMANDO,0,13
2,3,61,00629A,647,1,,,,,COMANDO,0,13
2,3,61,00629A,647,3,,,,,COMANDO,0,13
2,3,61,00629A,647,4,,,,,COMANDO,0,13
2,3,61,00629A,647,5,,,,,COMANDO,0,13
2,3,61,00629A,647,7,,,,,COMANDO,0,13
2,3,61,00629A,648,1,,,,,COMANDO,1,13
2,3,61,00629A,648,3,,,,,COMANDO,0,13
2,3,61,00629A,648,4,,,,,COMANDO,0,13
2,3,61,00629A,648,5,,,,,COMANDO,0,13
2,3,61,00629A,648,7,,,,,COMANDO,0,13
2,3,61,00629A,649,1,,,,,COMANDO,0,13
2,3,61,00629A,649,3,,,,,COMANDO,0,13
2,3,61,00629A,649,4,,,,,COMANDO,0,13
2,3,61,00629A,649,5,,,,,COMANDO,0,13
2,3,61,00629A,649,7,,,,,COMANDO,0,13
2,3,61,00629A,650,1,,,,,COMANDO,0,13
2,3,61,00629A,650,3,,,,,COMANDO,0,13
2,3,61,00629A,650,4,,,,,COMANDO,0,13
2,3,61,00629A,650,5,,,,,COMANDO,0,13
2,3,61,00629A,650,7,,,,,COMANDO,0,13
2,3,61,00629A,651,1,,,,,COMANDO,0,13
2,3,61,00629A,651,3,,,,,COMANDO,0,13
2,3,61,00629A,651,4,,,,,COMANDO,0,13
2,3,61,00629A,651,5,,,,,COMANDO,0,13
2,3,61,00629A,651,7,,,,,COMANDO,0,13
2,3,61,00629A,652,1,,,,,COMANDO,0,13
2,3,61,00629A,652,3,,,,,COMANDO,0,13
2,3,61,00629A,652,4,,,,,COMANDO,0,13
2,3,61,00629A,652,5,,,,,COMANDO,0,13
2,3,61,00629A,652,7,,,,,COMANDO,0,13
2,3,61,00629A,653,1,,,,,COMANDO,0,13
2,3,61,00629A,653,3,,,,,COMANDO,0,13
2,3,61,00629A,653,4,,,,,COMANDO,0,13
2,3,61,00629A,653,5,,,,,COMANDO,0,13
2,3,61,00629A,653,7,,,,,COMANDO,0,13
2,3,61,00629A,654,1,,,,,COMANDO,0,13
2,3,61,00629A,654,3,,,,,COMANDO,0,13
2,3,61,00629A,654,4,,,,,COMANDO,0,13
2,3,61,00629A,654,5,,,,,COMANDO,0,13
2,3,61,00629A,654,7,,,,,COMANDO,0,13
2,3,61,00629A,655,1,,,,,COMANDO,0,13
2,3,61,00629A,655,3,,,,,COMANDO,0,13
2,3,61,00629A,655,4,,,,,COMANDO,0,13
2,3,61,00629A,655,5,,,,,COMANDO,0,13
2,3,61,00629A,655,7,,,,,COMANDO,0,13
2,3,61,00629A,656,1,,,,,COMANDO,0,13
2,3,61,00629A,656,3,,,,,COMANDO,0,13
2,3,61,00629A,656,4,,,,,COMANDO,0,13
2,3,61,00629A,656,5,,,,,COMANDO,0,13
2,3,61,00629A,656,7,,,,,COMANDO,0,13
2,3,61,00629A,657,1,,,,,COMANDO,0,13
2,3,61,00629A,657,3,,,,,COMANDO,0,13
2,3,61,00629A,657,4,,,,,COMANDO,0,13
2,3,61,00629A,657,5,,,,,COMANDO,0,13
2,3,61,00629A,657,7,,,,,COMANDO,0,13
2,3,61,00629A,658,1,,,,,COMANDO,0,13
2,3,61,00629A,658,3,,,,,COMANDO,0,13
2,3,61,00629A,658,4,,,,,COMANDO,0,13
2,3,61,00629A,658,5,,,,,COMANDO,0,13
2,3,61,00629A,658,7,,,,,COMANDO,0,13
2,3,61,00629A,659,1,,,,,COMANDO,0,13
2,3,61,00629A,659,3,,,,,COMANDO,0,13
2,3,61,00629A,659,4,,,,,COMANDO,0,13
2,3,61,00629A,659,5,,,,,COMANDO,0,13
2,3,61,00629A,659,7,,,,,COMANDO,0,13
2,3,61,00629A,660,1,,,,,COMANDO,0,13
2,3,61,00629A,660,3,,,,,COMANDO,0,13
2,3,61,00629A,660,4,,,,,COMANDO,0,13
2,3,61,00629A,660,5,,,,,COMANDO,0,13
2,3,61,00629A,660,7,,,,,COMANDO,0,13
2,3,61,00629A,661,1,,,,,COMANDO,0,13
2,3,61,00629A,661,3,,,,,COMANDO,0,13
2,3,61,00629A,661,4,,,,,COMANDO,0,13
2,3,61,00629A,661,5,,,,,COMANDO,0,13
2,3,61,00629A,661,7,,,,,COMANDO,0,13
2,3,61,00629A,662,1,,,,,COMANDO,4,13
2,3,61,00629A,662,3,,,,,COMANDO,4,13
2,3,61,00629A,662,4,,,,,COMANDO,4,13
2,3,61,00629A,662,5,,,,,COMANDO,4,13
2,3,61,00629A,662,7,,,,,COMANDO,4,13
2,3,61,00629A,663,1,,,,,COMANDO,0,13
2,3,61,00629A,663,3,,,,,COMANDO,0,13
2,3,61,00629A,663,4,,,,,COMANDO,0,13
2,3,61,00629A,663,5,,,,,COMANDO,0,13
2,3,61,00629A,663,7,,,,,COMANDO,0,13
2,3,61,00629A,664,1,,,,,COMANDO,0,13
2,3,61,00629A,664,3,,,,,COMANDO,0,13
2,3,61,00629A,664,4,,,,,COMANDO,0,13
2,3,61,00629A,664,5,,,,,COMANDO,0,13
2,3,61,00629A,664,7,,,,,COMANDO,0,13
2,3,61,00629A,665,1,,,,,COMANDO,0,13
2,3,61,00629A,665,3,,,,,COMANDO,0,13
2,3,61,00629A,665,4,,,,,COMANDO,0,13
2,3,61,00629A,665,5,,,,,COMANDO,0,13
2,3,61,00629A,665,7,,,,,COMANDO,0,13
2,3,61,00629A,666,1,,,,,COMANDO,0,13
2,3,61,00629A,666,3,,,,,COMANDO,0,13
2,3,61,00629A,666,4,,,,,COMANDO,0,13
2,3,61,00629A,666,5,,,,,COMANDO,0,13
2,3,61,00629A,666,7,,,,,COMANDO,0,13
2,3,61,00629A,667,1,,,,,COMANDO,0,13
2,3,61,00629A,667,3,,,,,COMANDO,0,13
2,3,61,00629A,667,4,,,,,COMANDO,0,13
2,3,61,00629A,667,5,,,,,COMANDO,0,13
2,3,61,00629A,667,7,,,,,COMANDO,0,13
2,3,61,00629A,668,1,,,,,COMANDO,0,13
2,3,61,00629A,668,3,,,,,COMANDO,0,13
2,3,61,00629A,668,4,,,,,COMANDO,0,13
2,3,61,00629A,668,5,,,,,COMANDO,0,13
2,3,61,00629A,668,7,,,,,COMANDO,0,13
2,3,61,00629A,669,1,,,,,COMANDO,0,13
2,3,61,00629A,669,3,,,,,COMANDO,0,13
2,3,61,00629A,669,4,,,,,COMANDO,0,13
2,3,61,00629A,669,5,,,,,COMANDO,0,13
2,3,61,00629A,669,7,,,,,COMANDO,0,13
2,3,61,00629A,670,1,,,,,COMANDO,0,13
2,3,61,00629A,670,3,,,,,COMANDO,0,13
2,3,61,00629A,670,4,,,,,COMANDO,0,13
2,3,61,00629A,670,5,,,,,COMANDO,0,13
2,3,61,00629A,670,7,,,,,COMANDO,0,13
2,3,61,00629A,671,1,,,,,COMANDO,0,13
2,3,61,00629A,671,3,,,,,COMANDO,0,13
2,3,61,00629A,671,4,,,,,COMANDO,0,13
2,3,61,00629A,671,5,,,,,COMANDO,0,13
2,3,61,00629A,671,7,,,,,COMANDO,0,13
2,3,61,00629A,672,1,,,,,COMANDO,1,13
2,3,61,00629A,672,3,,,,,COMANDO,1,13
2,3,61,00629A,672,4,,,,,COMANDO,1,13
2,3,61,00629A,672,5,,,,,COMANDO,1,13
2,3,61,00629A,672,7,,,,,COMANDO,1,13
2,3,61,00629A,673,1,,,,,COMANDO,0,13
2,3,61,00629A,673,3,,,,,COMANDO,0,13
2,3,61,00629A,673,4,,,,,COMANDO,0,13
2,3,61,00629A,673,5,,,,,COMANDO,0,13
2,3,61,00629A,673,7,,,,,COMANDO,0,13
2,3,61,00629A,674,1,,,,,COMANDO,0,13
2,3,61,00629A,674,3,,,,,COMANDO,0,13
2,3,61,00629A,674,4,,,,,COMANDO,0,13
2,3,61,00629A,674,5,,,,,COMANDO,0,13
2,3,61,00629A,674,7,,,,,COMANDO,0,13
2,3,61,00629A,675,1,,,,,COMANDO,0,13
2,3,61,00629A,675,3,,,,,COMANDO,0,13
2,3,61,00629A,675,4,,,,,COMANDO,0,13
2,3,61,00629A,675,5,,,,,COMANDO,0,13
2,3,61,00629A,675,7,,,,,COMANDO,0,13
2,3,61,00629A,676,1,,,,,COMANDO,0,13
2,3,61,00629A,676,3,,,,,COMANDO,0,13
2,3,61,00629A,676,4,,,,,COMANDO,0,13
2,3,61,00629A,676,5,,,,,COMANDO,0,13
2,3,61,00629A,676,7,,,,,COMANDO,0,13
2,3,61,00629A,677,1,,,,,COMANDO,0,13
2,3,61,00629A,677,3,,,,,COMANDO,0,13
2,3,61,00629A,677,4,,,,,COMANDO,0,13
2,3,61,00629A,677,5,,,,,COMANDO,0,13
2,3,61,00629A,677,7,,,,,COMANDO,0,13
2,3,61,00629A,678,1,,,,,COMANDO,0,13
2,3,61,00629A,678,3,,,,,COMANDO,0,13
2,3,61,00629A,678,4,,,,,COMANDO,0,13
2,3,61,00629A,678,5,,,,,COMANDO,0,13
2,3,61,00629A,678,7,,,,,COMANDO,0,13
2,3,61,00629A,679,1,,,,,COMANDO,0,13
2,3,61,00629A,679,3,,,,,COMANDO,0,13
2,3,61,00629A,679,4,,,,,COMANDO,0,13
2,3,61,00629A,679,5,,,,,COMANDO,0,13
2,3,61,00629A,679,7,,,,,COMANDO,0,13
2,3,61,00629A,680,1,,,,,COMANDO,0,13
2,3,61,00629A,680,3,,,,,COMANDO,0,13
2,3,61,00629A,680,4,,,,,COMANDO,0,13
2,3,61,00629A,680,5,,,,,COMANDO,0,13
2,3,61,00629A,680,7,,,,,COMANDO,0,13
2,3,61,00629A,681,1,,,,,COMANDO,0,13
2,3,61,00629A,681,3,,,,,COMANDO,0,13
2,3,61,00629A,681,4,,,,,COMANDO,0,13
2,3,61,00629A,681,5,,,,,COMANDO,0,13
2,3,61,00629A,681,7,,,,,COMANDO,0,13
2,3,61,00629A,682,1,,,,,COMANDO,0,13
