votos_tipo,,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO,POSITIVO
cargo_tag,,GB,GB,GB,GB,IN,IN,IN,IN,IN,PR,PR,PR,PR,PR
agrupacion_id,,132,132,135,134,132,132,134,134,135,134,134,135,132,132
agrupacion_nombre,,JUNTOS POR EL CAMBIO,JUNTOS POR EL CAMBIO,LA LIBERTAD AVANZA,UNION POR LA PATRIA,JUNTOS POR EL CAMBIO,JUNTOS POR EL CAMBIO,UNION POR LA PATRIA,UNION POR LA PATRIA,LA LIBERTAD AVANZA,UNION POR LA PATRIA,UNION POR LA PATRIA,LA LIBERTAD AVANZA,JUNTOS POR EL CAMBIO,JUNTOS POR EL CAMBIO
lista_numero,,3603,3602,3612,3604,3603,3602,3604,3631,3612,3005,3006,3016,3008,3007
circuito_id,mesa_id,,,,,,,,,,,,,,
01013,35,55,41,38,71,0,0,0,0,0,0,0,0,0,0
01013,36,83,39,40,62,0,0,0,0,0,0,0,0,0,0
01013,37,58,43,45,66,0,0,0,0,0,0,0,0,0,0
01013,38,53,26,51,82,0,0,0,0,0,0,0,0,0,0
01013,39,71,52,51,70,0,0,0,0,0,0,0,0,0,0
01013,40,70,54,40,67,0,0,0,0,0,0,0,0,0,0
01013,41,55,50,44,78,0,0,0,0,0,0,0,0,0,0
01013,42,54,41,51,74,0,0,0,0,0,0,0,0,0,0
01013,43,62,32,61,64,0,0,0,0,0,0,0,0,0,0
01013,44,60,52,47,52,0,0,0,0,0,0,0,0,0,0
01013,45,61,34,48,67,0,0,0,0,0,0,0,0,0,0
01013,46,83,39,47,59,0,0,0,0,0,0,0,0,0,0
01013,47,71,98,46,70,0,0,0,0,0,0,0,0,0,0
01013,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01013,49,65,38,55,60,0,0,0,0,0,0,0,0,0,0
01013,50,52,50,58,64,0,0,0,0,0,0,0,0,0,0
01013,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01013,52,42,42,38,74,0,0,0,0,0,0,0,0,0,0
01013,53,6,7,16,39,0,0,0,0,0,0,0,0,0,0
01013,9001,18,12,20,59,0,0,0,0,0,0,0,0,0,0
01013,9002,19,16,10,52,0,0,0,0,0,0,0,0,0,0
01013,9003,25,12,25,51,0,0,0,0,0,0,0,0,0,0
01013,9004,18,21,21,59,0,0,0,0,0,0,0,0,0,0
01014,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01014,55,41,20,39,52,0,0,0,0,0,0,0,0,0,0
01014,56,30,24,68,71,0,0,0,0,0,0,0,0,0,0
01014,57,33,20,65,69,0,0,0,0,0,0,0,0,0,0
01014,58,42,24,50,72,0,0,0,0,0,0,0,0,0,0
01014,59,37,18,68,104,0,0,0,0,0,0,0,0,0,0
01014,60,38,20,49,93,0,0,0,0,0,0,0,0,0,0
01014,61,21,15,35,117,0,0,0,0,0,0,0,0,0,0
01014,62,35,24,61,112,0,0,0,0,0,0,0,0,0,0
01014,63,22,26,69,90,0,0,0,0,0,0,0,0,0,0
01014,64,38,26,56,80,0,0,0,0,0,0,0,0,0,0
01014,65,35,34,59,85,0,0,0,0,0,0,0,0,0,0
01014,66,24,44,60,88,0,0,0,0,0,0,0,0,0,0
01014,67,39,24,55,40,0,0,0,0,0,0,0,0,0,0
01014,68,37,37,48,49,0,0,0,0,0,0,0,0,0,0
01014,69,26,19,66,103,0,0,0,0,0,0,0,0,0,0
01014,70,47,22,43,31,0,0,0,0,0,0,0,0,0,0
01014,71,28,24,52,103,0,0,0,0,0,0,0,0,0,0
01014,72,29,31,68,65,0,0,0,0,0,0,0,0,0,0
01014,73,49,22,54,67,0,0,0,0,0,0,0,0,0,0
01014,74,42,23,58,69,0,0,0,0,0,0,0,0,0,0
01014,75,34,30,53,82,0,0,0,0,0,0,0,0,0,0
01014,76,50,18,49,80,0,0,0,0,0,0,0,0,0,0
01014,77,41,25,49,83,0,0,0,0,0,0,0,0,0,0
01014,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01014,79,52,30,60,103,0,0,0,0,0,0,0,0,0,0
01014,80,31,26,62,81,0,0,0,0,0,0,0,0,0,0
01014,81,37,24,46,94,0,0,0,0,0,0,0,0,0,0
01014,82,37,22,50,92,0,0,0,0,0,0,0,0,0,0
01014,83,32,21,52,111,0,0,0,0,0,0,0,0,0,0
01014,84,47,29,46,86,0,0,0,0,0,0,0,0,0,0
01014,85,45,29,49,95,0,0,0,0,0,0,0,0,0,0
01014,86,41,25,62,55,0,0,0,0,0,0,0,0,0,0
01014,87,35,21,67,79,0,0,0,0,0,0,0,0,0,0
01014,88,30,19,57,95,0,0,0,0,0,0,0,0,0,0
01014,89,24,20,65,79,0,0,0,0,0,0,0,0,0,0
01014,90,37,24,6,108,0,0,0,0,0,0,0,0,0,0
01014,91,42,29,49,75,0,0,0,0,0,0,0,0,0,0
01014,92,33,17,68,62,0,0,0,0,0,0,0,0,0,0
01014,93,48,24,64,64,0,0,0,0,0,0,0,0,0,0
01014,94,47,22,68,58,0,0,0,0,0,0,0,0,0,0
01014,95,31,33,50,86,0,0,0,0,0,0,0,0,0,0
01014,96,30,11,54,103,0,0,0,0,0,0,0,0,0,0
01014,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01014,98,38,20,58,65,0,0,0,0,0,0,0,0,0,0
01014,99,39,28,0,74,0,0,0,0,0,0,0,0,0,0
01014,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01014,101,33,31,54,90,0,0,0,0,0,0,0,0,0,0
01014,102,30,29,59,64,0,0,0,0,0,0,0,0,0,0
01014,103,33,17,53,100,0,0,0,0,0,0,0,0,0,0
01014,104,39,21,59,94,0,0,0,0,0,0,0,0,0,0
01014,105,49,29,72,76,0,0,0,0,0,0,0,0,0,0
01014,106,54,22,60,66,0,0,0,0,0,0,0,0,0,0
01014,107,34,24,38,92,0,0,0,0,0,0,0,0,0,0
01014,108,38,21,53,91,0,0,0,0,0,0,0,0,0,0
01014,109,33,16,59,79,0,0,0,0,0,0,0,0,0,0
01014,110,45,30,53,84,0,0,0,0,0,0,0,0,0,0
01014,111,36,27,67,95,0,0,0,0,0,0,0,0,0,0
01014,112,41,18,60,70,0,0,0,0,0,0,0,0,0,0
01014,113,49,27,48,101,0,0,0,0,0,0,0,0,0,0
01014,114,37,38,49,82,0,0,0,0,0,0,0,0,0,0
01014,115,34,21,61,84,0,0,0,0,0,0,0,0,0,0
01014,116,39,22,55,93,0,0,0,0,0,0,0,0,0,0
01014,117,44,29,62,82,0,0,0,0,0,0,0,0,0,0
01014,118,40,28,39,88,0,0,0,0,0,0,0,0,0,0
01014,119,42,20,51,80,0,0,0,0,0,0,0,0,0,0
01014,120,30,21,67,87,0,0,0,0,0,0,0,0,0,0
01014,121,28,22,46,104,0,0,0,0,0,0,0,0,0,0
01014,122,34,21,65,94,0,0,0,0,0,0,0,0,0,0
01014,123,26,25,34,95,0,0,0,0,0,0,0,0,0,0
01014,124,41,22,65,75,0,0,0,0,0,0,0,0,0,0
01014,125,46,22,50,75,0,0,0,0,0,0,0,0,0,0
01014,126,31,27,55,78,0,0,0,0,0,0,0,0,0,0
01014,127,40,26,41,78,0,0,0,0,0,0,0,0,0,0
01014,128,40,24,0,98,0,0,0,0,0,0,0,0,0,0
01014,129,38,26,50,76,0,0,0,0,0,0,0,0,0,0
01014,130,37,15,60,92,0,0,0,0,0,0,0,0,0,0
01014,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01014,132,37,20,66,96,0,0,0,0,0,0,0,0,0,0
01014,133,24,28,64,74,0,0,0,0,0,0,0,0,0,0
01014,134,44,23,67,95,0,0,0,0,0,0,0,0,0,0
01014,135,9,16,32,51,0,0,0,0,0,0,0,0,0,0
01015,136,56,26,55,84,0,0,0,0,0,0,0,0,0,0
01015,137,55,47,43,76,0,0,0,0,0,0,0,0,0,0
01015,138,61,45,44,73,0,0,0,0,0,0,0,0,0,0
01015,139,52,29,50,86,0,0,0,0,0,0,0,0,0,0
01015,140,55,43,60,76,0,0,0,0,0,0,0,0,0,0
01015,141,55,39,63,73,0,0,0,0,0,0,0,0,0,0
01015,142,52,38,58,70,0,0,0,0,0,0,0,0,0,0
01015,143,47,39,67,81,0,0,0,0,0,0,0,0,0,0
01015,144,55,31,65,62,0,0,0,0,0,0,0,0,0,0
01015,145,69,37,63,65,0,0,0,0,0,0,0,0,0,0
01015,146,67,48,56,86,0,0,0,0,0,0,0,0,0,0
01015,147,55,46,49,58,0,0,0,0,0,0,0,0,0,0
01015,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01015,149,36,41,76,76,0,0,0,0,0,0,0,0,0,0
01015,150,56,35,63,80,0,0,0,0,0,0,0,0,0,0
01015,151,68,38,61,77,0,0,0,0,0,0,0,0,0,0
01015,152,51,35,67,83,0,0,0,0,0,0,0,0,0,0
01015,153,58,49,49,44,0,0,0,0,0,0,0,0,0,0
01015,154,59,37,66,67,0,0,0,0,0,0,0,0,0,0
01015,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01015,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01016,157,53,25,48,86,0,0,0,0,0,0,0,0,0,0
01016,158,42,28,53,86,0,0,0,0,0,0,0,0,0,0
01016,159,39,37,42,84,0,0,0,0,0,0,0,0,0,0
01016,160,57,38,50,69,0,0,0,0,0,0,0,0,0,0
01016,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01016,162,57,26,60,76,0,0,0,0,0,0,0,0,0,0
01016,163,61,26,55,70,0,0,0,0,0,0,0,0,0,0
01016,164,50,36,58,67,0,0,0,0,0,0,0,0,0,0
01016,165,34,25,56,85,0,0,0,0,0,0,0,0,0,0
01016,166,41,20,65,91,0,0,0,0,0,0,0,0,0,0
01016,167,44,37,58,80,0,0,0,0,0,0,0,0,0,0
01016,168,45,26,66,82,0,0,0,0,0,0,0,0,0,0
01016,169,52,31,52,73,0,0,0,0,0,0,0,0,0,0
01016,170,35,25,48,53,0,0,0,0,0,0,0,0,0,0
01017,171,31,18,53,93,0,0,0,0,0,0,0,0,0,0
01017,172,39,13,51,63,0,0,0,0,0,0,0,0,0,0
01017,173,21,15,59,100,0,0,0,0,0,0,0,0,0,0
01017,174,25,17,54,3,0,0,0,0,0,0,0,0,0,0
01017,175,32,25,53,86,0,0,0,0,0,0,0,0,0,0
01017,176,32,26,60,50,0,0,0,0,0,0,0,0,0,0
01017,177,37,19,58,97,0,0,0,0,0,0,0,0,0,0
01017,178,31,24,48,85,0,0,0,0,0,0,0,0,0,0
01017,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01017,180,35,27,56,82,0,0,0,0,0,0,0,0,0,0
01017,181,18,13,53,92,0,0,0,0,0,0,0,0,0,0
01017,182,43,17,61,98,0,0,0,0,0,0,0,0,0,0
01017,183,26,23,64,76,0,0,0,0,0,0,0,0,0,0
01017,184,33,26,51,92,0,0,0,0,0,0,0,0,0,0
01017,185,33,21,58,90,0,0,0,0,0,0,0,0,0,0
01017,186,31,28,53,97,0,0,0,0,0,0,0,0,0,0
01017,187,42,26,82,54,0,0,0,0,0,0,0,0,0,0
01017,188,35,34,62,59,0,0,0,0,0,0,0,0,0,0
01017,189,29,29,57,93,0,0,0,0,0,0,0,0,0,0
01017,190,33,22,39,83,0,0,0,0,0,0,0,0,0,0
01017,191,29,12,52,93,0,0,0,0,0,0,0,0,0,0
01017,192,39,21,50,87,0,0,0,0,0,0,0,0,0,0
01017,193,30,28,75,81,0,0,0,0,0,0,0,0,0,0
01017,194,42,21,51,90,0,0,0,0,0,0,0,0,0,0
01017,195,35,21,62,78,0,0,0,0,0,0,0,0,0,0
01017,196,40,28,41,90,0,0,0,0,0,0,0,0,0,0
01017,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01017,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01017,199,32,35,56,93,0,0,0,0,0,0,0,0,0,0
01017,200,46,18,61,56,0,0,0,0,0,0,0,0,0,0
01017,201,46,27,45,74,0,0,0,0,0,0,0,0,0,0
01017,202,48,29,62,16,0,0,0,0,0,0,0,0,0,0
01017,203,24,28,0,89,0,0,0,0,0,0,0,0,0,0
01017,204,28,18,59,99,0,0,0,0,0,0,0,0,0,0
01017,205,26,21,57,92,0,0,0,0,0,0,0,0,0,0
01017,206,24,23,67,64,0,0,0,0,0,0,0,0,0,0
01017,207,34,20,55,88,0,0,0,0,0,0,0,0,0,0
01017,208,28,24,50,79,0,0,0,0,0,0,0,0,0,0
01017,209,35,22,46,94,0,0,0,0,0,0,0,0,0,0
01017,210,39,17,51,97,0,0,0,0,0,0,0,0,0,0
01017,211,36,22,66,48,0,0,0,0,0,0,0,0,0,0
01017,212,48,32,63,73,0,0,0,0,0,0,0,0,0,0
01017,213,41,29,62,92,0,0,0,0,0,0,0,0,0,0
01017,214,23,15,54,91,0,0,0,0,0,0,0,0,0,0
01017,215,32,23,47,64,0,0,0,0,0,0,0,0,0,0
01017,216,41,34,54,91,0,0,0,0,0,0,0,0,0,0
01017,217,27,50,54,55,0,0,0,0,0,0,0,0,0,0
01017,218,47,23,55,100,0,0,0,0,0,0,0,0,0,0
01017,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01017,220,49,21,47,84,0,0,0,0,0,0,0,0,0,0
01017,221,28,19,57,80,0,0,0,0,0,0,0,0,0,0
01017,222,27,26,55,92,0,0,0,0,0,0,0,0,0,0
01017,223,17,19,67,92,0,0,0,0,0,0,0,0,0,0
01017,224,30,30,52,101,0,0,0,0,0,0,0,0,0,0
01017,225,32,22,54,104,0,0,0,0,0,0,0,0,0,0
01017,226,27,18,68,81,0,0,0,0,0,0,0,0,0,0
01017,227,42,29,48,82,0,0,0,0,0,0,0,0,0,0
01017,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01017,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01017,230,45,26,61,64,0,0,0,0,0,0,0,0,0,0
01017,231,33,24,51,66,0,0,0,0,0,0,0,0,0,0
01017,232,26,21,56,60,0,0,0,0,0,0,0,0,0,0
01017,233,35,19,70,82,0,0,0,0,0,0,0,0,0,0
01017,234,20,4,30,54,0,0,0,0,0,0,0,0,0,0
01018,235,45,23,49,70,0,0,0,0,0,0,0,0,0,0
01018,236,4,30,59,89,0,0,0,0,0,0,0,0,0,0
01018,237,56,38,51,83,0,0,0,0,0,0,0,0,0,0
01018,238,44,30,59,92,0,0,0,0,0,0,0,0,0,0
01018,239,41,20,67,99,0,0,0,0,0,0,0,0,0,0
01018,240,39,30,58,98,0,0,0,0,0,0,0,0,0,0
01018,241,35,28,67,40,0,0,0,0,0,0,0,0,0,0
01018,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01018,243,39,19,60,80,0,0,0,0,0,0,0,0,0,0
01018,244,41,26,59,76,0,0,0,0,0,0,0,0,0,0
01018,245,26,28,60,91,0,0,0,0,0,0,0,0,0,0
01018,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01018,247,42,26,72,88,0,0,0,0,0,0,0,0,0,0
01018,248,46,17,56,74,0,0,0,0,0,0,0,0,0,0
01018,249,41,22,56,90,0,0,0,0,0,0,0,0,0,0
01018,250,37,27,45,61,0,0,0,0,0,0,0,0,0,0
01018,251,48,37,62,57,0,0,0,0,0,0,0,0,0,0
01018,252,50,3,53,87,0,0,0,0,0,0,0,0,0,0
01018,253,50,33,63,63,0,0,0,0,0,0,0,0,0,0
01018,254,48,24,62,84,0,0,0,0,0,0,0,0,0,0
01018,255,41,36,45,67,0,0,0,0,0,0,0,0,0,0
01018,256,31,26,78,94,0,0,0,0,0,0,0,0,0,0
01018,257,36,16,61,87,0,0,0,0,0,0,0,0,0,0
01018,258,48,31,50,85,0,0,0,0,0,0,0,0,0,0
01018,259,46,37,52,83,0,0,0,0,0,0,0,0,0,0
01018,260,35,26,58,91,0,0,0,0,0,0,0,0,0,0
01018,261,17,7,39,35,0,0,0,0,0,0,0,0,0,0
01019,262,52,35,50,89,0,0,0,0,0,0,0,0,0,0
01019,263,11,13,20,12,0,0,0,0,0,0,0,0,0,0
01020,264,5,0,5,14,0,0,0,0,0,0,0,0,0,0
01021,265,19,15,62,104,0,0,0,0,0,0,0,0,0,0
01021,266,21,16,31,115,0,0,0,0,0,0,0,0,0,0
01021,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01021,268,32,16,60,113,0,0,0,0,0,0,0,0,0,0
01021,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01021,270,26,14,42,112,0,0,0,0,0,0,0,0,0,0
01021,271,22,23,46,117,0,0,0,0,0,0,0,0,0,0
01021,272,30,20,59,105,0,0,0,0,0,0,0,0,0,0
01021,273,21,24,47,104,0,0,0,0,0,0,0,0,0,0
01021,274,15,13,54,116,0,0,0,0,0,0,0,0,0,0
01021,275,26,18,75,99,0,0,0,0,0,0,0,0,0,0
01021,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01021,277,41,14,65,41,0,0,0,0,0,0,0,0,0,0
01021,278,41,12,94,108,0,0,0,0,0,0,0,0,0,0
01021,279,33,19,58,107,0,0,0,0,0,0,0,0,0,0
01021,280,22,24,71,0,0,0,0,0,0,0,0,0,0,0
01021,281,30,11,39,75,0,0,0,0,0,0,0,0,0,0
01021,282,15,22,49,64,0,0,0,0,0,0,0,0,0,0
01021,283,21,14,44,112,0,0,0,0,0,0,0,0,0,0
01021,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01021,285,23,10,61,112,0,0,0,0,0,0,0,0,0,0
01021,286,24,14,52,94,0,0,0,0,0,0,0,0,0,0
01021,287,17,20,59,111,0,0,0,0,0,0,0,0,0,0
01021,288,28,16,61,106,0,0,0,0,0,0,0,0,0,0
01021,289,27,20,53,110,0,0,0,0,0,0,0,0,0,0
01021,290,25,21,75,110,0,0,0,0,0,0,0,0,0,0
01021,291,34,21,59,76,0,0,0,0,0,0,0,0,0,0
01021,292,21,8,58,109,0,0,0,0,0,0,0,0,0,0
01021,293,21,15,53,104,0,0,0,0,0,0,0,0,0,0
01021,294,24,11,63,102,0,0,0,0,0,0,0,0,0,0
01021,295,16,4,6,26,0,0,0,0,0,0,0,0,0,0
01021,9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
