año,eleccion_tag,cargo_nombre,agrupacion_nombre,lista_numero,votos_tipo,001013,001014,001015,001016,001017,001018,001019,001020,001021,01013A
2011,GRAL11n,Concejal,Alianza Compromiso Federal,0,POSITIVO,2.5761666023910528,2.39430724152365,2.867557715674362,2.976913730255164,1.9540942928039702,2.048841059602649,2.9535864978902953,2.4390243902439024,2.056827820186599,6.106870229007633
2011,GRAL11n,Concejal,Alianza Frente Amplio Progresista,0,POSITIVO,11.523332047821057,4.905818334030975,11.34872417982989,11.300121506682867,4.693961952026468,5.380794701986755,12.658227848101266,9.75609756097561,4.219677692960136,6.106870229007633
2011,GRAL11n,Concejal,Alianza Frente Popular,0,POSITIVO,2.136521403779406,1.799916282963583,2.017010935601458,1.4580801944106925,1.912737799834574,2.1316225165562916,3.375527426160337,2.4390243902439024,2.3324851569126377,5.343511450381679
2011,GRAL11n,Concejal,Alianza Frente para la Victoria,0,POSITIVO,15.618974161203239,22.000837170364168,15.43134872417983,17.496962332928312,22.673697270471465,18.294701986754966,23.628691983122362,39.02439024390244,40.86089906700593,33.587786259541986
2011,GRAL11n,Concejal,Alianza Unión para el Desarrollo Social,0,POSITIVO,4.072502892402623,2.5366262034323985,3.30498177399757,3.4629404617253954,2.791563275434243,2.6490066225165565,6.751054852320674,7.317073170731707,4.601357082273113,2.2900763358778624
2011,GRAL11n,Concejal,Nuevo Zarate,0,POSITIVO,64.07250289240262,66.36249476768522,65.03037667071689,63.30498177399757,65.97394540942928,69.49503311258279,50.63291139240506,39.02439024390244,45.92875318066158,46.56488549618321
2011,GRAL11n,Diputado Nacional,Alianza Compromiso Federal,0,POSITIVO,4.85053222002677,4.4853442399454675,5.734485467399843,4.984984984984985,4.16205634522087,4.944124619031493,3.71900826446281,0.0,2.783400809716599,6.944444444444445
2011,GRAL11n,Diputado Nacional,Alianza Frente Amplio Progresista,0,POSITIVO,19.73994518452419,8.677573278800272,18.51924587588374,15.735735735735737,8.83479445059154,11.12428039282086,14.46280991735537,9.523809523809524,5.617408906882591,4.861111111111112
2011,GRAL11n,Diputado Nacional,Alianza Frente Popular,0,POSITIVO,4.4808464529288035,2.8970688479890936,3.5349567949725063,3.123123123123123,3.3364541663120266,4.0128682695563835,6.198347107438017,2.380952380952381,2.580971659919028,6.25
2011,GRAL11n,Diputado Nacional,Alianza Frente de Izquierda y de los Trabajadores,0,POSITIVO,2.7790171457709225,2.0518064076346287,3.515318146111548,3.183183183183183,2.06826112860669,2.1842194378598037,0.8264462809917356,0.0,1.1639676113360324,0.6944444444444444
