año,eleccion_tipo,padron_tipo,distrito_nombre,cargo_nombre,agrupacion_nombre,votos_cantidad,fuerza
2011,PASO,NORMAL,San Juan,Diputado Nacional,ALIANZA COMPROMISO FEDERAL,13114,PROVINCIAL
2011,PASO,NORMAL,San Juan,Presidente,ALIANZA FRENTE PARA LA VICTORIA,51915,PERON
2011,PASO,NORMAL,San Juan,Presidente,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,7230,UCR
2011,PASO,NORMAL,San Juan,Presidente,ALIANZA COMPROMISO FEDERAL,14472,PROVINCIAL
2011,PASO,NORMAL,San Luis,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,14672,PERON
2011,PASO,NORMAL,San Luis,Diputado Nacional,UNION CIVICA RADICAL,7376,UCR
2011,PASO,NORMAL,San Luis,Diputado Nacional,COMPROMISO FEDERAL,32312,PROVINCIAL
2011,PASO,NORMAL,San Luis,Presidente,ALIANZA FRENTE PARA LA VICTORIA,17900,PERON
2011,PASO,NORMAL,San Luis,Presidente,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,7241,UCR
2011,PASO,NORMAL,San Luis,Presidente,ALIANZA COMPROMISO FEDERAL,32132,PROVINCIAL
2011,PASO,NORMAL,Santa Cruz,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,56389,PERON
2011,PASO,NORMAL,Santa Cruz,Diputado Nacional,UNION CIVICA RADICAL,20489,UCR
2011,PASO,NORMAL,Santa Cruz,Diputado Nacional,COALICION CIVICA ARI,4542,OTROS
2011,PASO,NORMAL,Santa Cruz,Presidente,ALIANZA FRENTE PARA LA VICTORIA,71737,PERON
2011,PASO,NORMAL,Santa Cruz,Presidente,ALIANZA FRENTE POPULAR,5718,OTROS
2011,PASO,NORMAL,Santa Cruz,Presidente,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,15913,UCR
2011,PASO,NORMAL,Santa Fe,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,409043,PERON
2011,PASO,NORMAL,Santa Fe,Diputado Nacional,UNION CIVICA RADICAL,87743,UCR
2011,PASO,NORMAL,Santa Fe,Diputado Nacional,ALIANZA FRENTE AMPLIO PROGRESISTA,347043,SOCIALISTA
2011,PASO,NORMAL,Santa Fe,Presidente,ALIANZA FRENTE PARA LA VICTORIA,457669,PERON
2011,PASO,NORMAL,Santa Fe,Presidente,ALIANZA FRENTE POPULAR,151897,OTROS
2011,PASO,NORMAL,Santa Fe,Presidente,ALIANZA FRENTE AMPLIO PROGRESISTA,402050,SOCIALISTA
2011,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,9879,PERON
2011,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,UNION CIVICA RADICAL,5837,UCR
2011,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE CIVICO POR SANTIAGO,58748,PROVINCIAL
2011,PASO,NORMAL,Santiago Del Estero,Presidente,ALIANZA FRENTE PARA LA VICTORIA,123577,PERON
2011,PASO,NORMAL,Santiago Del Estero,Presidente,ALIANZA FRENTE POPULAR,9284,OTROS
2011,PASO,NORMAL,Santiago Del Estero,Presidente,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,9732,UCR
2011,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,15152,PERON
2011,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,MOVIMIENTO POPULAR FUEGUINO,8098,OTROS
2011,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,SOCIAL PATAGONICO,3800,OTROS
2011,PASO,NORMAL,Tierra Del Fuego,Presidente,ALIANZA FRENTE PARA LA VICTORIA,29212,PERON
2011,PASO,NORMAL,Tierra Del Fuego,Presidente,ALIANZA FRENTE POPULAR,3595,OTROS
2011,PASO,NORMAL,Tierra Del Fuego,Presidente,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,4888,UCR
2011,PASO,NORMAL,Tucumán,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,110800,PERON
2011,PASO,NORMAL,Tucumán,Diputado Nacional,UNION CIVICA RADICAL,39621,UCR
2011,PASO,NORMAL,Tucumán,Diputado Nacional,FRENTE AMPLIO PROGRESISTA,11388,OTROS
2011,PASO,NORMAL,Tucumán,Presidente,ALIANZA FRENTE PARA LA VICTORIA,160469,PERON
2011,PASO,NORMAL,Tucumán,Presidente,ALIANZA FRENTE POPULAR,16988,OTROS
2011,PASO,NORMAL,Tucumán,Presidente,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,38870,UCR
2013,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,FRENTE PARA LA VICTORIA,2881966,PERON
2013,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,FRENTE RENOVADOR,3911926,MASSA
2013,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,FRENTE PROGRESISTA CIVICO Y SOCIAL,1046184,PROVINCIAL
2013,GENERAL,NORMAL,Catamarca,Diputado Nacional,FRENTE PARA LA VICTORIA,75640,PERON
2013,GENERAL,NORMAL,Catamarca,Diputado Nacional,FRENTE CIVICO Y SOCIAL,78139,SOCIALISTA
2013,GENERAL,NORMAL,Catamarca,Diputado Nacional,FRENTE TERCERA POSICION (F3P) UNIDAD CATAMARQUEÑA,36559,OTROS
2013,GENERAL,NORMAL,Chaco,Diputado Nacional,FRENTE PARA LA VICTORIA,350471,PERON
2013,GENERAL,NORMAL,Chaco,Diputado Nacional,UNION POR CHACO,214003,PRO
2013,GENERAL,NORMAL,Chaco,Diputado Nacional,PARTIDO OBRERO,26576,IZQUIERDA
2013,GENERAL,NORMAL,Chubut,Diputado Nacional,FRENTE PARA LA VICTORIA,67242,PERON
2013,GENERAL,NORMAL,Chubut,Diputado Nacional,UNION CIVICA RADICAL,36894,UCR
2013,GENERAL,NORMAL,Chubut,Diputado Nacional,PARTIDO DE ACCION CHUBUTENSE,152736,OTROS
2013,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,FRENTE PARA LA VICTORIA,390631,PERON
2013,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,UNEN,583222,OTROS
2013,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,UNION PRO,623464,PRO
2013,GENERAL,NORMAL,Corrientes,Diputado Nacional,FRENTE PARA LA VICTORIA,238648,PERON
2013,GENERAL,NORMAL,Corrientes,Diputado Nacional,ENCUENTRO POR CORRIENTES,262477,PRO
2013,GENERAL,NORMAL,Corrientes,Diputado Nacional,CAMBIO POPULAR,57416,OTROS
2013,GENERAL,NORMAL,Córdoba,Diputado Nacional,FRENTE PARA LA VICTORIA,304658,PERON
2013,GENERAL,NORMAL,Córdoba,Diputado Nacional,UNION POR CORDOBA,530714,PROVINCIAL
2013,GENERAL,NORMAL,Córdoba,Diputado Nacional,UNION CIVICA RADICAL,452270,UCR
2013,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,FRENTE PARA LA VICTORIA,358886,PERON
2013,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,UNION CIVICA RADICAL,162122,UCR
2013,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,ALIANZA UNION POR ENTRE RIOS,180404,PRO
2013,GENERAL,NORMAL,Formosa,Diputado Nacional,FRENTE PARA LA VICTORIA,147165,PERON
2013,GENERAL,NORMAL,Formosa,Diputado Nacional,PARTIDO OBRERO,8039,IZQUIERDA
2013,GENERAL,NORMAL,Formosa,Diputado Nacional,FRENTE AMPLIO FORMOSEÑO,89787,PRO
2013,GENERAL,NORMAL,Jujuy,Diputado Nacional,FRENTE PARA LA VICTORIA,121810,PERON
2013,GENERAL,NORMAL,Jujuy,Diputado Nacional,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,22386,IZQUIERDA
2013,GENERAL,NORMAL,Jujuy,Diputado Nacional,FRENTE JUJEÑO,125337,OTROS
2013,GENERAL,NORMAL,La Pampa,Diputado Nacional,PARTIDO JUSTICIALISTA,70866,PERON
2013,GENERAL,NORMAL,La Pampa,Diputado Nacional,FRENTE PAMPEANO CIVICO Y SOCIAL - FREPAM,69423,SOCIALISTA
2013,GENERAL,NORMAL,La Pampa,Diputado Nacional,FRENTE PROPUESTA FEDERAL,38847,OTROS
2013,GENERAL,NORMAL,La Rioja,Diputado Nacional,FRENTE PARA LA VICTORIA,87658,PERON
2013,GENERAL,NORMAL,La Rioja,Diputado Nacional,FUERZA CIVICA RIOJANA,86667,OTROS
2013,GENERAL,NORMAL,La Rioja,Diputado Nacional,FRENTE NUEVO PACTO FEDERAL,5507,OTROS
2013,GENERAL,NORMAL,Mendoza,Diputado Nacional,FRENTE PARA LA VICTORIA,274457,PERON
2013,GENERAL,NORMAL,Mendoza,Diputado Nacional,UNION CIVICA RADICAL,482216,UCR
2013,GENERAL,NORMAL,Mendoza,Diputado Nacional,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,141739,IZQUIERDA
2013,GENERAL,NORMAL,Misiones,Diputado Nacional,UNION CIVICA RADICAL,159745,UCR
2013,GENERAL,NORMAL,Misiones,Diputado Nacional,FRENTE RENOVADOR DE LA CONCORDIA,259044,PROVINCIAL
2013,GENERAL,NORMAL,Misiones,Diputado Nacional,FRENTE UNIDOS,87607,OTROS
2013,GENERAL,NORMAL,Neuquén,Diputado Nacional,FRENTE PARA LA VICTORIA,70372,PERON
2013,GENERAL,NORMAL,Neuquén,Diputado Nacional,MOVIMIENTO POPULAR NEUQUINO,133903,PROVINCIAL
2013,GENERAL,NORMAL,Neuquén,Diputado Nacional,COMPROMISO CIVICO NEUQUINO,38107,OTROS
2013,GENERAL,NORMAL,Río Negro,Diputado Nacional,FRENTE PARA LA VICTORIA,171632,PERON
2013,GENERAL,NORMAL,Río Negro,Diputado Nacional,UNION CIVICA RADICAL,54404,UCR
2013,GENERAL,NORMAL,Río Negro,Diputado Nacional,ALIANZA FRENTE PROGRESISTA,83149,SOCIALISTA
2013,GENERAL,NORMAL,Salta,Diputado Nacional,FRENTE POPULAR SALTEÑO,127455,OTROS
2013,GENERAL,NORMAL,Salta,Diputado Nacional,PARTIDO OBRERO,118504,IZQUIERDA
2013,GENERAL,NORMAL,Salta,Diputado Nacional,PARTIDO JUSTICIALISTA,118229,PERON
2013,GENERAL,NORMAL,San Juan,Diputado Nacional,FRENTE PARA LA VICTORIA,224314,PERON
2013,GENERAL,NORMAL,San Juan,Diputado Nacional,COMPROMISO FEDERAL,92535,PROVINCIAL
2013,GENERAL,NORMAL,San Juan,Diputado Nacional,CRUZADA RENOVADORA,42740,OTROS
2013,GENERAL,NORMAL,San Luis,Diputado Nacional,FRENTE PARA LA VICTORIA,40473,PERON
2013,GENERAL,NORMAL,San Luis,Diputado Nacional,FRENTE PROGRESISTA CIVICO Y SOCIAL,53293,PROVINCIAL
2013,GENERAL,NORMAL,San Luis,Diputado Nacional,COMPROMISO FEDERAL,121827,PROVINCIAL
2013,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,FRENTE PARA LA VICTORIA,39284,PERON
2013,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,PARTIDO JUSTICIALISTA,31834,PERON
2013,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,UNION PARA VIVIR MEJOR,66915,PRO
2013,GENERAL,NORMAL,Santa Fe,Diputado Nacional,FRENTE PARA LA VICTORIA,427459,PERON
2013,GENERAL,NORMAL,Santa Fe,Diputado Nacional,FRENTE PROGRESISTA CIVICO Y SOCIAL,797282,PROVINCIAL
2013,GENERAL,NORMAL,Santa Fe,Diputado Nacional,UNION PRO SANTA FE FEDERAL,511744,PRO
2013,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE PARA LA VICTORIA,20580,PERON
2013,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE PROGRESISTA CIVICO Y SOCIAL,63313,PROVINCIAL
2013,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE CIVICO POR SANTIAGO,342990,PROVINCIAL
2013,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE PARA LA VICTORIA,20325,PERON
2013,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,MOVIMIENTO SOLIDARIO POPULAR,15734,OTROS
2013,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,MOVIMIENTO POPULAR FUEGUINO,12729,OTROS
2013,GENERAL,NORMAL,Tucumán,Diputado Nacional,FRENTE PARA LA VICTORIA,416962,PERON
2013,GENERAL,NORMAL,Tucumán,Diputado Nacional,FRENTE ACUERDO CIVICO Y SOCIAL,307481,SOCIALISTA
2013,GENERAL,NORMAL,Tucumán,Diputado Nacional,FUERZA REPUBLICANA,72768,OTROS
2013,PASO,NORMAL,Buenos Aires,Diputado Nacional,FRENTE PARA LA VICTORIA,2608511,PERON
2013,PASO,NORMAL,Buenos Aires,Diputado Nacional,FRENTE RENOVADOR,3081574,MASSA
2013,PASO,NORMAL,Buenos Aires,Diputado Nacional,FRENTE PROGRESISTA CIVICO Y SOCIAL,977505,PROVINCIAL
2013,PASO,NORMAL,Catamarca,Diputado Nacional,FRENTE CIVICO Y SOCIAL 2013,75934,SOCIALISTA
2013,PASO,NORMAL,Chaco,Diputado Nacional,FRENTE PARA LA VICTORIA,258560,PERON
2013,PASO,NORMAL,Chaco,Diputado Nacional,UNION POR CHACO,227766,PRO
2013,PASO,NORMAL,Chubut,Diputado Nacional,FRENTE PARA LA VICTORIA,80477,PERON
2013,PASO,NORMAL,Chubut,Diputado Nacional,UNION CIVICA RADICAL,34361,UCR
2013,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,UNEN,673532,OTROS
2013,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,COMPROMISO FEDERAL,39462,PROVINCIAL
2013,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,EL MOVIMIENTO,19975,OTROS
2013,PASO,NORMAL,Corrientes,Diputado Nacional,FRENTE PARA LA VICTORIA,213925,PERON
2013,PASO,NORMAL,Corrientes,Diputado Nacional,ENCUENTRO POR CORRIENTES,263350,PRO
2013,PASO,NORMAL,Córdoba,Diputado Nacional,UNION POR CORDOBA,581290,PROVINCIAL
2013,PASO,NORMAL,Córdoba,Diputado Nacional,UNION CIVICA RADICAL,428741,UCR
2013,PASO,NORMAL,Córdoba,Diputado Nacional,ENCUENTRO VECINAL CORDOBA,42816,OTROS
2013,PASO,NORMAL,Entre Ríos,Diputado Nacional,FRENTE PARA LA VICTORIA,325490,PERON
2013,PASO,NORMAL,Entre Ríos,Diputado Nacional,ALIANZA FRENTE AMPLIO PROGRESISTA,62900,SOCIALISTA
2013,PASO,NORMAL,Formosa,Diputado Nacional,FRENTE AMPLIO FORMOSEÑO,105406,PRO
2013,PASO,NORMAL,La Pampa,Diputado Nacional,PARTIDO JUSTICIALISTA,98126,PERON
2013,PASO,NORMAL,La Pampa,Diputado Nacional,FRENTE PAMPEANO CIVICO Y SOCIAL - FREPAM,62506,SOCIALISTA
2013,PASO,NORMAL,Mendoza,Diputado Nacional,UNION CIVICA RADICAL,429605,UCR
2013,PASO,NORMAL,Mendoza,Diputado Nacional,UNION PD-PRO,66634,OTROS
2013,PASO,NORMAL,Mendoza,Diputado Nacional,FRENTE AMPLIO PROGRESISTA-COALICION CIVICA-ARI,37675,OTROS
2013,PASO,NORMAL,Misiones,Diputado Nacional,FRENTE PARA LA VICTORIA,53056,PERON
2013,PASO,NORMAL,Misiones,Diputado Nacional,UNION CIVICA RADICAL,144911,UCR
2013,PASO,NORMAL,Misiones,Diputado Nacional,FRENTE UNIDOS,131085,OTROS
2013,PASO,NORMAL,Neuquén,Diputado Nacional,FRENTE PARA LA VICTORIA,39637,PERON
2013,PASO,NORMAL,Neuquén,Diputado Nacional,MOVIMIENTO POPULAR NEUQUINO,185320,PROVINCIAL
2013,PASO,NORMAL,Neuquén,Diputado Nacional,COMPROMISO CIVICO NEUQUINO,33499,OTROS
2013,PASO,NORMAL,Río Negro,Diputado Nacional,UNION CIVICA RADICAL,83262,UCR
2013,PASO,NORMAL,Río Negro,Diputado Nacional,PARTIDO PROVINCIAL RIONEGRINO,17599,OTROS
2013,PASO,NORMAL,Salta,Diputado Nacional,PARTIDO JUSTICIALISTA,112551,PERON
2013,PASO,NORMAL,San Juan,Diputado Nacional,COMPROMISO FEDERAL,165491,PROVINCIAL
2013,PASO,NORMAL,San Juan,Diputado Nacional,FRENTE DEL PUEBLO,8171,OTROS
2013,PASO,NORMAL,San Luis,Diputado Nacional,FRENTE PARA LA VICTORIA,30131,PERON
2013,PASO,NORMAL,San Luis,Diputado Nacional,FRENTE PROGRESISTA CIVICO Y SOCIAL,49791,PROVINCIAL
2013,PASO,NORMAL,San Luis,Diputado Nacional,COMPROMISO FEDERAL,112625,PROVINCIAL
2013,PASO,NORMAL,Santa Cruz,Diputado Nacional,PARTIDO JUSTICIALISTA,32219,PERON
2013,PASO,NORMAL,Santa Cruz,Diputado Nacional,UNION PARA VIVIR MEJOR,67066,PRO
2013,PASO,NORMAL,Santa Fe,Diputado Nacional,FRENTE PROGRESISTA CIVICO Y SOCIAL,733356,PROVINCIAL
2013,PASO,NORMAL,Santa Fe,Diputado Nacional,"UNITE! CON FE POR LA CULTURA, EDUCACION Y TRABAJO",28696,OTROS
2013,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,UNION CIVICA RADICAL,5327,UCR
2013,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,PARTIDO JUSTICIALISTA,7373,PERON
2013,PASO,NORMAL,Tucumán,Diputado Nacional,FRENTE PARA LA VICTORIA,388151,PERON
2013,PASO,NORMAL,Tucumán,Diputado Nacional,FRENTE ACUERDO CIVICO Y SOCIAL,229539,SOCIALISTA
2015,BALLOTAGE,NORMAL,Buenos Aires,Presidente,FRENTE PARA LA VICTORIA,4833680,PERON
2015,BALLOTAGE,NORMAL,Buenos Aires,Presidente,CAMBIEMOS,4626326,PRO
2015,BALLOTAGE,NORMAL,Catamarca,Presidente,FRENTE PARA LA VICTORIA,112368,PERON
2015,BALLOTAGE,NORMAL,Catamarca,Presidente,CAMBIEMOS,99789,PRO
2015,BALLOTAGE,NORMAL,Chaco,Presidente,FRENTE PARA LA VICTORIA,401056,PERON
2015,BALLOTAGE,NORMAL,Chaco,Presidente,CAMBIEMOS,276057,PRO
2015,BALLOTAGE,NORMAL,Chubut,Presidente,FRENTE PARA LA VICTORIA,185142,PERON
2015,BALLOTAGE,NORMAL,Chubut,Presidente,CAMBIEMOS,129515,PRO
2015,BALLOTAGE,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,FRENTE PARA LA VICTORIA,682354,PERON
2015,BALLOTAGE,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,CAMBIEMOS,1255099,PRO
2015,BALLOTAGE,NORMAL,Corrientes,Presidente,FRENTE PARA LA VICTORIA,353976,PERON
2015,BALLOTAGE,NORMAL,Corrientes,Presidente,CAMBIEMOS,285351,PRO
2015,BALLOTAGE,NORMAL,Córdoba,Presidente,FRENTE PARA LA VICTORIA,613611,PERON
2015,BALLOTAGE,NORMAL,Córdoba,Presidente,CAMBIEMOS,1540018,PRO
2015,BALLOTAGE,NORMAL,Entre Ríos,Presidente,FRENTE PARA LA VICTORIA,386874,PERON
2015,BALLOTAGE,NORMAL,Entre Ríos,Presidente,CAMBIEMOS,450998,PRO
2015,BALLOTAGE,NORMAL,Formosa,Presidente,FRENTE PARA LA VICTORIA,205436,PERON
2015,BALLOTAGE,NORMAL,Formosa,Presidente,CAMBIEMOS,115746,PRO
2015,BALLOTAGE,NORMAL,Jujuy,Presidente,FRENTE PARA LA VICTORIA,186202,PERON
2015,BALLOTAGE,NORMAL,Jujuy,Presidente,CAMBIEMOS,209342,PRO
2015,BALLOTAGE,NORMAL,La Pampa,Presidente,FRENTE PARA LA VICTORIA,104013,PERON
2015,BALLOTAGE,NORMAL,La Pampa,Presidente,CAMBIEMOS,107888,PRO
2015,BALLOTAGE,NORMAL,La Rioja,Presidente,FRENTE PARA LA VICTORIA,87793,PERON
2015,BALLOTAGE,NORMAL,La Rioja,Presidente,CAMBIEMOS,114092,PRO
2015,BALLOTAGE,NORMAL,Mendoza,Presidente,FRENTE PARA LA VICTORIA,461812,PERON
2015,BALLOTAGE,NORMAL,Mendoza,Presidente,CAMBIEMOS,625121,PRO
2015,BALLOTAGE,NORMAL,Misiones,Presidente,FRENTE PARA LA VICTORIA,384954,PERON
2015,BALLOTAGE,NORMAL,Misiones,Presidente,CAMBIEMOS,278308,PRO
2015,BALLOTAGE,NORMAL,Neuquén,Presidente,FRENTE PARA LA VICTORIA,198873,PERON
2015,BALLOTAGE,NORMAL,Neuquén,Presidente,CAMBIEMOS,177350,PRO
2015,BALLOTAGE,NORMAL,Río Negro,Presidente,FRENTE PARA LA VICTORIA,250143,PERON
2015,BALLOTAGE,NORMAL,Río Negro,Presidente,CAMBIEMOS,147876,PRO
2015,BALLOTAGE,NORMAL,Salta,Presidente,FRENTE PARA LA VICTORIA,373800,PERON
2015,BALLOTAGE,NORMAL,Salta,Presidente,CAMBIEMOS,314944,PRO
2015,BALLOTAGE,NORMAL,San Juan,Presidente,FRENTE PARA LA VICTORIA,256875,PERON
2015,BALLOTAGE,NORMAL,San Juan,Presidente,CAMBIEMOS,172948,PRO
2015,BALLOTAGE,NORMAL,San Luis,Presidente,FRENTE PARA LA VICTORIA,98979,PERON
2015,BALLOTAGE,NORMAL,San Luis,Presidente,CAMBIEMOS,177183,PRO
2015,BALLOTAGE,NORMAL,Santa Cruz,Presidente,FRENTE PARA LA VICTORIA,101270,PERON
2015,BALLOTAGE,NORMAL,Santa Cruz,Presidente,CAMBIEMOS,72239,PRO
2015,BALLOTAGE,NORMAL,Santa Fe,Presidente,FRENTE PARA LA VICTORIA,902910,PERON
2015,BALLOTAGE,NORMAL,Santa Fe,Presidente,CAMBIEMOS,1136478,PRO
2015,BALLOTAGE,NORMAL,Santiago Del Estero,Presidente,FRENTE PARA LA VICTORIA,399189,PERON
2015,BALLOTAGE,NORMAL,Santiago Del Estero,Presidente,CAMBIEMOS,154742,PRO
2015,BALLOTAGE,NORMAL,Tierra Del Fuego,Presidente,FRENTE PARA LA VICTORIA,54529,PERON
2015,BALLOTAGE,NORMAL,Tierra Del Fuego,Presidente,CAMBIEMOS,38332,PRO
2015,BALLOTAGE,NORMAL,Tucumán,Presidente,FRENTE PARA LA VICTORIA,562602,PERON
2015,BALLOTAGE,NORMAL,Tucumán,Presidente,CAMBIEMOS,397559,PRO
2015,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,CAMBIEMOS BUENOS AIRES,2928287,PRO
2015,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,3212919,PERON
2015,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1812554,MASSA
2015,GENERAL,NORMAL,Buenos Aires,Presidente,ALIANZA FRENTE PARA LA VICTORIA,3419041,PERON
2015,GENERAL,NORMAL,Buenos Aires,Presidente,ALIANZA CAMBIEMOS,3031168,PRO
2015,GENERAL,NORMAL,Buenos Aires,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),2062610,MASSA
2015,GENERAL,NORMAL,Catamarca,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,82873,PERON
2015,GENERAL,NORMAL,Catamarca,Diputado Nacional,ALIANZA FRENTE CIVICO Y SOCIAL,65511,SOCIALISTA
2015,GENERAL,NORMAL,Catamarca,Diputado Nacional,ALIANZA FRENTE TERCERA POSICION,15651,OTROS
2015,GENERAL,NORMAL,Catamarca,Presidente,ALIANZA FRENTE PARA LA VICTORIA,84414,PERON
2015,GENERAL,NORMAL,Catamarca,Presidente,ALIANZA CAMBIEMOS,66529,PRO
2015,GENERAL,NORMAL,Catamarca,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),29838,MASSA
2015,GENERAL,NORMAL,Chaco,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,332663,PERON
2015,GENERAL,NORMAL,Chaco,Diputado Nacional,ALIANZA CAMBIEMOS,173307,PRO
2015,GENERAL,NORMAL,Chaco,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA,89698,MASSA
2015,GENERAL,NORMAL,Chaco,Presidente,ALIANZA FRENTE PARA LA VICTORIA,344281,PERON
2015,GENERAL,NORMAL,Chaco,Presidente,ALIANZA CAMBIEMOS,181189,PRO
2015,GENERAL,NORMAL,Chaco,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),94400,MASSA
2015,GENERAL,NORMAL,Chubut,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,98137,PERON
2015,GENERAL,NORMAL,Chubut,Diputado Nacional,ALIANZA FRENTE UNION CHUBUT SOMOS TODOS,79663,PROVINCIAL
2015,GENERAL,NORMAL,Chubut,Diputado Nacional,ALIANZA CAMBIEMOS CHUBUT,43899,PRO
2015,GENERAL,NORMAL,Chubut,Presidente,ALIANZA FRENTE PARA LA VICTORIA,114984,PERON
2015,GENERAL,NORMAL,Chubut,Presidente,ALIANZA CAMBIEMOS,59136,PRO
2015,GENERAL,NORMAL,Chubut,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),81436,MASSA
2015,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,433309,PERON
2015,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,ALIANZA CAMBIEMOS,885603,PRO
2015,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),277722,MASSA
2015,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,ALIANZA FRENTE PARA LA VICTORIA,472155,PERON
2015,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,ALIANZA CAMBIEMOS,990826,PRO
2015,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),299415,MASSA
2015,GENERAL,NORMAL,Corrientes,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,289019,PERON
2015,GENERAL,NORMAL,Corrientes,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),85390,MASSA
2015,GENERAL,NORMAL,Corrientes,Diputado Nacional,ALIANZA ENCUENTRO POR CORRIENTES,181424,PRO
2015,GENERAL,NORMAL,Corrientes,Presidente,ALIANZA FRENTE PARA LA VICTORIA,310626,PERON
2015,GENERAL,NORMAL,Corrientes,Presidente,ALIANZA CAMBIEMOS,196145,PRO
2015,GENERAL,NORMAL,Corrientes,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),94117,MASSA
2015,GENERAL,NORMAL,Córdoba,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,379752,PERON
2015,GENERAL,NORMAL,Córdoba,Diputado Nacional,ALIANZA CAMBIEMOS,1048332,PRO
2015,GENERAL,NORMAL,Córdoba,Diputado Nacional,ALIANZA UNION POR CORDOBA,443545,PROVINCIAL
2015,GENERAL,NORMAL,Córdoba,Presidente,ALIANZA FRENTE PARA LA VICTORIA,412263,PERON
