año,eleccion_tipo,padron_tipo,distrito_nombre,cargo_nombre,agrupacion_nombre,votos_cantidad,fuerza
2015,GENERAL,NORMAL,Córdoba,Presidente,ALIANZA CAMBIEMOS,1142493,PRO
2015,GENERAL,NORMAL,Córdoba,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),437791,MASSA
2015,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,281808,PERON
2015,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,ALIANZA CAMBIEMOS,273885,PRO
2015,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),110641,MASSA
2015,GENERAL,NORMAL,Entre Ríos,Presidente,ALIANZA FRENTE PARA LA VICTORIA,286020,PERON
2015,GENERAL,NORMAL,Entre Ríos,Presidente,ALIANZA CAMBIEMOS,287704,PRO
2015,GENERAL,NORMAL,Entre Ríos,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),150232,MASSA
2015,GENERAL,NORMAL,Formosa,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,164493,PERON
2015,GENERAL,NORMAL,Formosa,Diputado Nacional,ALIANZA FRENTE AMPLIO FORMOSEÑO,68465,PRO
2015,GENERAL,NORMAL,Formosa,Presidente,ALIANZA FRENTE PARA LA VICTORIA,169466,PERON
2015,GENERAL,NORMAL,Formosa,Presidente,ALIANZA CAMBIEMOS,42148,PRO
2015,GENERAL,NORMAL,Formosa,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),46000,MASSA
2015,GENERAL,NORMAL,Jujuy,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,117650,PERON
2015,GENERAL,NORMAL,Jujuy,Diputado Nacional,FRENTE CAMBIA JUJUY,179457,PRO
2015,GENERAL,NORMAL,Jujuy,Diputado Nacional,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,17174,IZQUIERDA
2015,GENERAL,NORMAL,Jujuy,Presidente,ALIANZA FRENTE PARA LA VICTORIA,139532,PERON
2015,GENERAL,NORMAL,Jujuy,Presidente,ALIANZA CAMBIEMOS,65509,PRO
2015,GENERAL,NORMAL,Jujuy,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),154831,MASSA
2015,GENERAL,NORMAL,La Pampa,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,79508,PERON
2015,GENERAL,NORMAL,La Pampa,Diputado Nacional,PROPUESTA FREPAM,68468,OTROS
2015,GENERAL,NORMAL,La Pampa,Diputado Nacional,PUEBLO NUEVO,20444,OTROS
2015,GENERAL,NORMAL,La Pampa,Presidente,ALIANZA FRENTE PARA LA VICTORIA,78536,PERON
2015,GENERAL,NORMAL,La Pampa,Presidente,ALIANZA CAMBIEMOS,69725,PRO
2015,GENERAL,NORMAL,La Pampa,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),44669,MASSA
2015,GENERAL,NORMAL,La Rioja,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,71812,PERON
2015,GENERAL,NORMAL,La Rioja,Diputado Nacional,ALIANZA CAMBIEMOS,88911,PRO
2015,GENERAL,NORMAL,La Rioja,Diputado Nacional,ES POSIBLE,8008,OTROS
2015,GENERAL,NORMAL,La Rioja,Presidente,ALIANZA FRENTE PARA LA VICTORIA,71721,PERON
2015,GENERAL,NORMAL,La Rioja,Presidente,ALIANZA CAMBIEMOS,62758,PRO
2015,GENERAL,NORMAL,La Rioja,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),51443,MASSA
2015,GENERAL,NORMAL,Mendoza,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,313442,PERON
2015,GENERAL,NORMAL,Mendoza,Diputado Nacional,ALIANZA CAMBIEMOS,431793,PRO
2015,GENERAL,NORMAL,Mendoza,Diputado Nacional,ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA,134684,OTROS
2015,GENERAL,NORMAL,Mendoza,Presidente,ALIANZA FRENTE PARA LA VICTORIA,339032,PERON
2015,GENERAL,NORMAL,Mendoza,Presidente,ALIANZA CAMBIEMOS,441436,PRO
2015,GENERAL,NORMAL,Mendoza,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),155446,MASSA
2015,GENERAL,NORMAL,Misiones,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,374782,PERON
2015,GENERAL,NORMAL,Misiones,Diputado Nacional,UNION CIVICA RADICAL,49605,UCR
2015,GENERAL,NORMAL,Misiones,Diputado Nacional,ALIANZA FRENTE CAMBIEMOS,70107,PRO
2015,GENERAL,NORMAL,Misiones,Presidente,ALIANZA FRENTE PARA LA VICTORIA,388839,PERON
2015,GENERAL,NORMAL,Misiones,Presidente,ALIANZA CAMBIEMOS,144900,PRO
2015,GENERAL,NORMAL,Misiones,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),87284,MASSA
2015,GENERAL,NORMAL,Neuquén,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,96471,PERON
2015,GENERAL,NORMAL,Neuquén,Diputado Nacional,ALIANZA CAMBIEMOS,84908,PRO
2015,GENERAL,NORMAL,Neuquén,Diputado Nacional,UNION POPULAR,60673,OTROS
2015,GENERAL,NORMAL,Neuquén,Presidente,ALIANZA FRENTE PARA LA VICTORIA,131169,PERON
2015,GENERAL,NORMAL,Neuquén,Presidente,ALIANZA CAMBIEMOS,103395,PRO
2015,GENERAL,NORMAL,Neuquén,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),96888,MASSA
2015,GENERAL,NORMAL,Río Negro,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,160498,PERON
2015,GENERAL,NORMAL,Río Negro,Diputado Nacional,ALIANZA CAMBIEMOS RIO NEGRO,84448,PRO
2015,GENERAL,NORMAL,Río Negro,Diputado Nacional,OBRERO,18186,OTROS
2015,GENERAL,NORMAL,Río Negro,Presidente,ALIANZA FRENTE PARA LA VICTORIA,178591,PERON
2015,GENERAL,NORMAL,Río Negro,Presidente,ALIANZA CAMBIEMOS,88620,PRO
2015,GENERAL,NORMAL,Río Negro,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),95764,MASSA
2015,GENERAL,NORMAL,Salta,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,262906,PERON
2015,GENERAL,NORMAL,Salta,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),178795,MASSA
2015,GENERAL,NORMAL,Salta,Diputado Nacional,CAMBIEMOS SALTA,152000,PRO
2015,GENERAL,NORMAL,Salta,Presidente,ALIANZA FRENTE PARA LA VICTORIA,281438,PERON
2015,GENERAL,NORMAL,Salta,Presidente,ALIANZA CAMBIEMOS,144103,PRO
2015,GENERAL,NORMAL,Salta,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),236317,MASSA
2015,GENERAL,NORMAL,San Juan,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,206115,PERON
2015,GENERAL,NORMAL,San Juan,Diputado Nacional,ALIANZA CAMBIEMOS,57606,PRO
2015,GENERAL,NORMAL,San Juan,Diputado Nacional,ALIANZA COMPROMISO CON SAN JUAN,99146,OTROS
2015,GENERAL,NORMAL,San Juan,Presidente,ALIANZA FRENTE PARA LA VICTORIA,185487,PERON
2015,GENERAL,NORMAL,San Juan,Presidente,ALIANZA CAMBIEMOS,84032,PRO
2015,GENERAL,NORMAL,San Juan,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),106060,MASSA
2015,GENERAL,NORMAL,San Luis,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,31503,PERON
2015,GENERAL,NORMAL,San Luis,Diputado Nacional,ALIANZA CAMBIEMOS,52920,PRO
2015,GENERAL,NORMAL,San Luis,Diputado Nacional,ALIANZA COMPROMISO FEDERAL,146187,PROVINCIAL
2015,GENERAL,NORMAL,San Luis,Presidente,ALIANZA FRENTE PARA LA VICTORIA,42298,PERON
2015,GENERAL,NORMAL,San Luis,Presidente,ALIANZA CAMBIEMOS,83858,PRO
2015,GENERAL,NORMAL,San Luis,Presidente,ALIANZA COMPROMISO FEDERAL,99658,PROVINCIAL
2015,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,68129,PERON
2015,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,UNION PARA VIVIR MEJOR,72615,PRO
2015,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,6619,IZQUIERDA
2015,GENERAL,NORMAL,Santa Cruz,Presidente,ALIANZA FRENTE PARA LA VICTORIA,79714,PERON
2015,GENERAL,NORMAL,Santa Cruz,Presidente,ALIANZA CAMBIEMOS,43465,PRO
2015,GENERAL,NORMAL,Santa Cruz,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),37681,MASSA
2015,GENERAL,NORMAL,Santa Fe,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,589395,PERON
2015,GENERAL,NORMAL,Santa Fe,Diputado Nacional,ALIANZA CAMBIEMOS,570217,PRO
2015,GENERAL,NORMAL,Santa Fe,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),410829,MASSA
2015,GENERAL,NORMAL,Santa Fe,Presidente,ALIANZA FRENTE PARA LA VICTORIA,633968,PERON
2015,GENERAL,NORMAL,Santa Fe,Presidente,ALIANZA CAMBIEMOS,704358,PRO
2015,GENERAL,NORMAL,Santa Fe,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),495005,MASSA
2015,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,ALIANZA CAMBIEMOS,77931,PRO
2015,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),98645,MASSA
2015,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE CIVICO PARA LA VICTORIA,337155,PERON
2015,GENERAL,NORMAL,Santiago Del Estero,Presidente,ALIANZA FRENTE PARA LA VICTORIA,349043,PERON
2015,GENERAL,NORMAL,Santiago Del Estero,Presidente,ALIANZA CAMBIEMOS,81437,PRO
2015,GENERAL,NORMAL,Santiago Del Estero,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),107015,MASSA
2015,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,32463,PERON
2015,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,ALIANZA CAMBIEMOS TIERRA DEL FUEGO,14392,OTROS
2015,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE RENOVADOR AUTENTICO,13839,OTROS
2015,GENERAL,NORMAL,Tierra Del Fuego,Presidente,ALIANZA FRENTE PARA LA VICTORIA,41569,PERON
2015,GENERAL,NORMAL,Tierra Del Fuego,Presidente,ALIANZA CAMBIEMOS,19943,PRO
2015,GENERAL,NORMAL,Tierra Del Fuego,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),21373,MASSA
2015,GENERAL,NORMAL,Tucumán,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,404652,PERON
2015,GENERAL,NORMAL,Tucumán,Diputado Nacional,ALIANZA CAMBIEMOS,264389,PRO
2015,GENERAL,NORMAL,Tucumán,Diputado Nacional,PARTIDO MOVIMIENTO DE PARTICIPACION CIUDADANA,93084,OTROS
2015,GENERAL,NORMAL,Tucumán,Presidente,ALIANZA FRENTE PARA LA VICTORIA,448055,PERON
2015,GENERAL,NORMAL,Tucumán,Presidente,ALIANZA CAMBIEMOS,247733,PRO
2015,GENERAL,NORMAL,Tucumán,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),189463,MASSA
2015,PASO,NORMAL,Buenos Aires,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,3045140,PERON
2015,PASO,NORMAL,Buenos Aires,Diputado Nacional,ALIANZA CAMBIEMOS,2219521,PRO
2015,PASO,NORMAL,Buenos Aires,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1502882,MASSA
2015,PASO,NORMAL,Buenos Aires,Presidente,ALIANZA FRENTE PARA LA VICTORIA,3235947,PERON
2015,PASO,NORMAL,Buenos Aires,Presidente,ALIANZA CAMBIEMOS,2375617,PRO
2015,PASO,NORMAL,Buenos Aires,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1696229,MASSA
2015,PASO,NORMAL,Catamarca,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,74518,PERON
2015,PASO,NORMAL,Catamarca,Diputado Nacional,ALIANZA FRENTE CIVICO Y SOCIAL,44414,SOCIALISTA
2015,PASO,NORMAL,Catamarca,Diputado Nacional,ALIANZA FRENTE TERCERA POSICION,7946,OTROS
2015,PASO,NORMAL,Catamarca,Presidente,ALIANZA FRENTE PARA LA VICTORIA,80173,PERON
2015,PASO,NORMAL,Catamarca,Presidente,ALIANZA CAMBIEMOS,48940,PRO
2015,PASO,NORMAL,Catamarca,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),19618,MASSA
2015,PASO,NORMAL,Chaco,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,299590,PERON
2015,PASO,NORMAL,Chaco,Diputado Nacional,ALIANZA CAMBIEMOS,138080,PRO
2015,PASO,NORMAL,Chaco,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA,50742,MASSA
2015,PASO,NORMAL,Chaco,Presidente,ALIANZA FRENTE PARA LA VICTORIA,325645,PERON
2015,PASO,NORMAL,Chaco,Presidente,ALIANZA CAMBIEMOS,155598,PRO
2015,PASO,NORMAL,Chaco,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),75498,MASSA
2015,PASO,NORMAL,Chubut,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,86332,PERON
2015,PASO,NORMAL,Chubut,Diputado Nacional,ALIANZA FRENTE UNION CHUBUT SOMOS TODOS,65775,PROVINCIAL
2015,PASO,NORMAL,Chubut,Diputado Nacional,ALIANZA CAMBIEMOS CHUBUT,31854,PRO
2015,PASO,NORMAL,Chubut,Presidente,ALIANZA FRENTE PARA LA VICTORIA,108162,PERON
2015,PASO,NORMAL,Chubut,Presidente,ALIANZA CAMBIEMOS,52845,PRO
2015,PASO,NORMAL,Chubut,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),43498,MASSA
2015,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,398543,PERON
2015,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,ALIANZA CAMBIEMOS,850396,PRO
2015,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA,219541,MASSA
2015,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,ALIANZA FRENTE PARA LA VICTORIA,419325,PERON
2015,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,ALIANZA CAMBIEMOS,881902,PRO
2015,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),241410,MASSA
2015,PASO,NORMAL,Corrientes,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,268235,PERON
2015,PASO,NORMAL,Corrientes,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),85568,MASSA
2015,PASO,NORMAL,Corrientes,Diputado Nacional,ALIANZA ENCUENTRO POR CORRIENTES,167699,PRO
2015,PASO,NORMAL,Corrientes,Presidente,ALIANZA FRENTE PARA LA VICTORIA,287266,PERON
2015,PASO,NORMAL,Corrientes,Presidente,ALIANZA CAMBIEMOS,168539,PRO
2015,PASO,NORMAL,Corrientes,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),91962,MASSA
2015,PASO,NORMAL,Córdoba,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,268557,PERON
2015,PASO,NORMAL,Córdoba,Diputado Nacional,ALIANZA CAMBIEMOS,620971,PRO
2015,PASO,NORMAL,Córdoba,Diputado Nacional,ALIANZA UNION POR CORDOBA,697945,PROVINCIAL
2015,PASO,NORMAL,Córdoba,Presidente,ALIANZA FRENTE PARA LA VICTORIA,279711,PERON
2015,PASO,NORMAL,Córdoba,Presidente,ALIANZA CAMBIEMOS,675208,PRO
2015,PASO,NORMAL,Córdoba,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),740321,MASSA
2015,PASO,NORMAL,Entre Ríos,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,253112,PERON
2015,PASO,NORMAL,Entre Ríos,Diputado Nacional,ALIANZA CAMBIEMOS,207149,PRO
2015,PASO,NORMAL,Entre Ríos,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA,80444,MASSA
2015,PASO,NORMAL,Entre Ríos,Presidente,ALIANZA FRENTE PARA LA VICTORIA,278357,PERON
2015,PASO,NORMAL,Entre Ríos,Presidente,ALIANZA CAMBIEMOS,246201,PRO
2015,PASO,NORMAL,Entre Ríos,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),125091,MASSA
2015,PASO,NORMAL,Formosa,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,170492,PERON
2015,PASO,NORMAL,Formosa,Diputado Nacional,ALIANZA FRENTE AMPLIO FORMOSEÑO,82256,PRO
2015,PASO,NORMAL,Formosa,Diputado Nacional,DEL OBRERO,4036,OTROS
2015,PASO,NORMAL,Formosa,Presidente,ALIANZA FRENTE PARA LA VICTORIA,175774,PERON
2015,PASO,NORMAL,Formosa,Presidente,ALIANZA CAMBIEMOS,48780,PRO
2015,PASO,NORMAL,Formosa,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),51203,MASSA
2015,PASO,NORMAL,Jujuy,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,132656,PERON
2015,PASO,NORMAL,Jujuy,Diputado Nacional,FRENTE CAMBIA JUJUY,168456,PRO
2015,PASO,NORMAL,Jujuy,Diputado Nacional,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,23291,IZQUIERDA
2015,PASO,NORMAL,Jujuy,Presidente,ALIANZA FRENTE PARA LA VICTORIA,153246,PERON
2015,PASO,NORMAL,Jujuy,Presidente,ALIANZA CAMBIEMOS,85224,PRO
2015,PASO,NORMAL,Jujuy,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),99064,MASSA
2015,PASO,NORMAL,La Pampa,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,89277,PERON
2015,PASO,NORMAL,La Pampa,Diputado Nacional,ALIANZA CAMBIEMOS,71173,PRO
2015,PASO,NORMAL,La Pampa,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),20446,MASSA
2015,PASO,NORMAL,La Pampa,Presidente,ALIANZA FRENTE PARA LA VICTORIA,79444,PERON
2015,PASO,NORMAL,La Pampa,Presidente,ALIANZA CAMBIEMOS,70608,PRO
2015,PASO,NORMAL,La Pampa,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),31766,MASSA
2015,PASO,NORMAL,La Rioja,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,70615,PERON
2015,PASO,NORMAL,La Rioja,Diputado Nacional,ALIANZA FRENTE CAMBIEMOS,56571,PRO
2015,PASO,NORMAL,La Rioja,Diputado Nacional,ES POSIBLE,6649,OTROS
2015,PASO,NORMAL,La Rioja,Presidente,ALIANZA FRENTE PARA LA VICTORIA,68131,PERON
2015,PASO,NORMAL,La Rioja,Presidente,ALIANZA CAMBIEMOS,45561,PRO
2015,PASO,NORMAL,La Rioja,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),40741,MASSA
2015,PASO,NORMAL,Mendoza,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,313257,PERON
2015,PASO,NORMAL,Mendoza,Diputado Nacional,ALIANZA CAMBIEMOS MENDOZA,402212,PRO
2015,PASO,NORMAL,Mendoza,Diputado Nacional,ALIANZA FRENTE RENOVADOR FEDERAL POR LA ESPERANZA,102419,OTROS
2015,PASO,NORMAL,Mendoza,Presidente,ALIANZA FRENTE PARA LA VICTORIA,331518,PERON
2015,PASO,NORMAL,Mendoza,Presidente,ALIANZA CAMBIEMOS,360505,PRO
2015,PASO,NORMAL,Mendoza,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),133496,MASSA
2015,PASO,NORMAL,Misiones,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,296037,PERON
2015,PASO,NORMAL,Misiones,Diputado Nacional,ALIANZA FRENTE CAMBIEMOS,71340,PRO
2015,PASO,NORMAL,Misiones,Diputado Nacional,PROYECTO POPULAR,58775,OTROS
2015,PASO,NORMAL,Misiones,Presidente,ALIANZA FRENTE PARA LA VICTORIA,352515,PERON
2015,PASO,NORMAL,Misiones,Presidente,ALIANZA CAMBIEMOS,135593,PRO
2015,PASO,NORMAL,Misiones,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),90288,MASSA
2015,PASO,NORMAL,Neuquén,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,91837,PERON
2015,PASO,NORMAL,Neuquén,Diputado Nacional,ALIANZA CAMBIEMOS,59139,PRO
2015,PASO,NORMAL,Neuquén,Diputado Nacional,MOVIMIENTO POPULAR NEUQUINO,63270,PROVINCIAL
2015,PASO,NORMAL,Neuquén,Presidente,ALIANZA FRENTE PARA LA VICTORIA,114396,PERON
2015,PASO,NORMAL,Neuquén,Presidente,ALIANZA CAMBIEMOS,87491,PRO
2015,PASO,NORMAL,Neuquén,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),69608,MASSA
2015,PASO,NORMAL,Río Negro,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,138467,PERON
2015,PASO,NORMAL,Río Negro,Diputado Nacional,ALIANZA CAMBIEMOS RIO NEGRO,72404,PRO
2015,PASO,NORMAL,Río Negro,Diputado Nacional,SOCIALISTA,8390,SOCIALISTA
2015,PASO,NORMAL,Río Negro,Presidente,ALIANZA FRENTE PARA LA VICTORIA,157688,PERON
2015,PASO,NORMAL,Río Negro,Presidente,ALIANZA CAMBIEMOS,80245,PRO
2015,PASO,NORMAL,Río Negro,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),75823,MASSA
2015,PASO,NORMAL,Salta,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,250580,PERON
2015,PASO,NORMAL,Salta,Diputado Nacional,ALIANZA CAMBIEMOS,132116,PRO
2015,PASO,NORMAL,Salta,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),139791,MASSA
2015,PASO,NORMAL,Salta,Presidente,ALIANZA FRENTE PARA LA VICTORIA,263552,PERON
2015,PASO,NORMAL,Salta,Presidente,ALIANZA CAMBIEMOS,124423,PRO
2015,PASO,NORMAL,Salta,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),170377,MASSA
2015,PASO,NORMAL,San Juan,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,226756,PERON
2015,PASO,NORMAL,San Juan,Diputado Nacional,ALIANZA CAMBIEMOS,42739,PRO
2015,PASO,NORMAL,San Juan,Diputado Nacional,ALIANZA COMPROMISO CON SAN JUAN,78205,OTROS
2015,PASO,NORMAL,San Juan,Presidente,ALIANZA FRENTE PARA LA VICTORIA,212422,PERON
2015,PASO,NORMAL,San Juan,Presidente,ALIANZA CAMBIEMOS,63766,PRO
2015,PASO,NORMAL,San Juan,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),85578,MASSA
2015,PASO,NORMAL,San Luis,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,35860,PERON
2015,PASO,NORMAL,San Luis,Diputado Nacional,ALIANZA CAMBIEMOS,39497,PRO
2015,PASO,NORMAL,San Luis,Diputado Nacional,ALIANZA COMPROMISO FEDERAL,131100,PROVINCIAL
2015,PASO,NORMAL,San Luis,Presidente,ALIANZA FRENTE PARA LA VICTORIA,45816,PERON
2015,PASO,NORMAL,San Luis,Presidente,ALIANZA CAMBIEMOS,57972,PRO
2015,PASO,NORMAL,San Luis,Presidente,ALIANZA COMPROMISO FEDERAL,105576,PROVINCIAL
2015,PASO,NORMAL,Santa Cruz,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,65841,PERON
2015,PASO,NORMAL,Santa Cruz,Diputado Nacional,ALIANZA UNION PARA VIVIR MEJOR,70768,PRO
2015,PASO,NORMAL,Santa Cruz,Diputado Nacional,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,8597,IZQUIERDA
2015,PASO,NORMAL,Santa Cruz,Presidente,ALIANZA FRENTE PARA LA VICTORIA,72565,PERON
2015,PASO,NORMAL,Santa Cruz,Presidente,ALIANZA CAMBIEMOS,41834,PRO
2015,PASO,NORMAL,Santa Cruz,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),33946,MASSA
2015,PASO,NORMAL,Santa Fe,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,528290,PERON
2015,PASO,NORMAL,Santa Fe,Diputado Nacional,ALIANZA CAMBIEMOS,439779,PRO
2015,PASO,NORMAL,Santa Fe,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),304355,MASSA
2015,PASO,NORMAL,Santa Fe,Presidente,ALIANZA FRENTE PARA LA VICTORIA,547529,PERON
2015,PASO,NORMAL,Santa Fe,Presidente,ALIANZA CAMBIEMOS,530429,PRO
2015,PASO,NORMAL,Santa Fe,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),367804,MASSA
2015,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,ALIANZA FRENTE CIVICO Y SOCIAL,280430,SOCIALISTA
2015,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA,60561,MASSA
2015,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,ALIANZA FRENTE CAMBIEMOS,61835,PRO
2015,PASO,NORMAL,Santiago Del Estero,Presidente,ALIANZA FRENTE PARA LA VICTORIA,300798,PERON
2015,PASO,NORMAL,Santiago Del Estero,Presidente,ALIANZA CAMBIEMOS,65169,PRO
2015,PASO,NORMAL,Santiago Del Estero,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),69130,MASSA
2015,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,33321,PERON
2015,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,ALIANZA CAMBIEMOS TIERRA DEL FUEGO,11727,OTROS
