in1_prov,in1_dpto,eleccion_tag,cargo_tag,fuerza,votos_cantidad,votos_porcentaje
6,6408,PASO15n,PR,PRO,26639,0.23769328919543511
6,6408,PASO15n,PR,PROVINCIAL,1583,0.014124722279228718
6,6408,PASO17c,DN,NO POSITIVOS,288,1.0
6,6408,PASO17c,SP,NO POSITIVOS,288,1.0
6,6408,PASO17n,DN,IZQUIERDA,6393,0.05617552985835296
6,6408,PASO17n,DN,MASSA,16414,0.14423043126779375
6,6408,PASO17n,DN,NO POSITIVOS,6889,0.06053390039014446
6,6408,PASO17n,DN,OTROS,3100,0.027239815823696882
6,6408,PASO17n,DN,PERON,43762,0.38453832905697516
6,6408,PASO17n,DN,PRO,37246,0.3272819936030368
6,6408,PASO17n,SN,IZQUIERDA,5933,0.05207766444885276
6,6408,PASO17n,SN,MASSA,17119,0.15026420659024278
6,6408,PASO17n,SN,NO POSITIVOS,5589,0.049058160560363745
6,6408,PASO17n,SN,OTROS,2342,0.02055720379895722
6,6408,PASO17n,SN,PERON,46135,0.40495584853325844
6,6408,PASO17n,SN,PRO,36808,0.32308691606832507
6,6408,PASO17n,SP,IZQUIERDA,6267,0.05440718136595275
6,6408,PASO17n,SP,MASSA,16868,0.14644013647373402
6,6408,PASO17n,SP,NO POSITIVOS,8559,0.07430526014220355
6,6408,PASO17n,SP,OTROS,1184,0.010278937727347705
6,6408,PASO17n,SP,PERON,43860,0.38077213574448504
6,6408,PASO17n,SP,PRO,37850,0.32859610893590424
6,6408,PASO17n,SP,SOCIALISTA,599,0.005200239610372698
6,6408,PASO19c,DN,NO POSITIVOS,103,1.0
6,6408,PASO19c,DP,NO POSITIVOS,93,1.0
6,6408,PASO19c,GB,NO POSITIVOS,91,1.0
6,6408,PASO19c,IN,NO POSITIVOS,96,1.0
6,6408,PASO19c,PR,NO POSITIVOS,90,1.0
6,6408,PASO19n,DN,IZQUIERDA,5112,0.04467008624682145
6,6408,PASO19n,DN,MASSA,137,0.0011971443301671634
6,6408,PASO19n,DN,NO POSITIVOS,9046,0.07904647891016174
6,6408,PASO19n,DN,OTROS,10880,0.0950724840307937
6,6408,PASO19n,DN,PERON,57963,0.506496911018097
6,6408,PASO19n,DN,PRO,31301,0.27351689546395896
6,6408,PASO19n,DP,IZQUIERDA,4916,0.042342443217543345
6,6408,PASO19n,DP,MASSA,140,0.0012058466335345948
6,6408,PASO19n,DP,NO POSITIVOS,7058,0.06079189671062265
6,6408,PASO19n,DP,OTROS,12629,0.10877597953505999
6,6408,PASO19n,DP,PERON,58935,0.5076183667668668
6,6408,PASO19n,DP,PRO,32423,0.2792654671363726
6,6408,PASO19n,GB,IZQUIERDA,4801,0.04126874973137921
6,6408,PASO19n,GB,NO POSITIVOS,5777,0.04965831435079727
6,6408,PASO19n,GB,OTROS,12216,0.10500709158894572
6,6408,PASO19n,GB,PERON,59950,0.5153221300554434
6,6408,PASO19n,GB,PRO,33591,0.2887437142734345
6,6408,PASO19n,IN,IZQUIERDA,4560,0.03915104059344735
6,6408,PASO19n,IN,NO POSITIVOS,7813,0.06708050003434302
6,6408,PASO19n,IN,OTROS,12023,0.10322652654715296
6,6408,PASO19n,IN,PERON,59719,0.5127326739473865
6,6408,PASO19n,IN,PRO,32357,0.27780925887767016
6,6408,PASO19n,PR,IZQUIERDA,5807,0.05064185300170928
6,6408,PASO19n,PR,NO POSITIVOS,3428,0.029895001220916036
6,6408,PASO19n,PR,OTROS,15697,0.13689085010639412
6,6408,PASO19n,PR,PERON,59766,0.5212090557086545
6,6408,PASO19n,PR,PRO,29970,0.261363239962326
6,6408,PASO21c,CO,NO POSITIVOS,60,1.0
6,6408,PASO21c,DN,NO POSITIVOS,60,1.0
6,6408,PASO21c,SP,NO POSITIVOS,60,1.0
6,6408,PASO21n,CO,IZQUIERDA,6614,0.06240859038111324
6,6408,PASO21n,CO,NO POSITIVOS,7911,0.07464686400135875
6,6408,PASO21n,CO,OTROS,19156,0.1807527906472037
6,6408,PASO21n,CO,PERON,36353,0.34302078713707435
6,6408,PASO21n,CO,PRO,35945,0.33917096783324996
6,6408,PASO21n,DN,IZQUIERDA,6698,0.06409078730814866
6,6408,PASO21n,DN,NO POSITIVOS,5231,0.05005358441459027
6,6408,PASO21n,DN,OTROS,21264,0.20346767711562752
6,6408,PASO21n,DN,PERON,35921,0.34371531366019825
6,6408,PASO21n,DN,PRO,35394,0.3386726375014353
6,6408,PASO21n,SP,IZQUIERDA,6716,0.06342670419130007
6,6408,PASO21n,SP,NO POSITIVOS,7702,0.07273860567024913
6,6408,PASO21n,SP,OTROS,18920,0.17868273426137543
6,6408,PASO21n,SP,PERON,36764,0.3472035963205712
6,6408,PASO21n,SP,PRO,35784,0.33794835955650415
6,6410,BLTG15n,PR,NO POSITIVOS,3227,0.0279536733049783
6,6410,BLTG15n,PR,PERON,56381,0.4883966701605149
6,6410,BLTG15n,PR,PRO,55833,0.4836496565345068
6,6410,GRAL11n,CO,IZQUIERDA,3091,0.03389031423371269
6,6410,GRAL11n,CO,NO POSITIVOS,7851,0.08607986316689692
6,6410,GRAL11n,CO,OTROS,21302,0.23355919566695174
6,6410,GRAL11n,CO,PERON,34829,0.38187180667938514
6,6410,GRAL11n,CO,PROVINCIAL,5616,0.0615748963883955
6,6410,GRAL11n,CO,SOCIALISTA,9363,0.10265771988684955
6,6410,GRAL11n,CO,UCR,9154,0.10036620397780847
6,6410,GRAL11n,DN,IZQUIERDA,4415,0.04308451982473432
6,6410,GRAL11n,DN,NO POSITIVOS,7923,0.07731792764923444
6,6410,GRAL11n,DN,OTROS,8558,0.08351468191621207
6,6410,GRAL11n,DN,PERON,50375,0.49159290739999806
6,6410,GRAL11n,DN,PROVINCIAL,7335,0.0715798307846945
6,6410,GRAL11n,DN,SOCIALISTA,14985,0.1462336420325354
6,6410,GRAL11n,DN,UCR,8882,0.08667649039259122
6,6410,GRAL11n,DP,IZQUIERDA,3826,0.03704887236247083
6,6410,GRAL11n,DP,NO POSITIVOS,8534,0.08263854593343598
6,6410,GRAL11n,DP,OTROS,23370,0.22630218168085292
6,6410,GRAL11n,DP,PERON,38716,0.37490437595018833
6,6410,GRAL11n,DP,PROVINCIAL,6861,0.06643813729192691
6,6410,GRAL11n,DP,SOCIALISTA,11480,0.11116598398357687
6,6410,GRAL11n,DP,UCR,10482,0.10150190279754816
6,6410,GRAL11n,GB,IZQUIERDA,3414,0.0330685780705153
6,6410,GRAL11n,GB,NO POSITIVOS,12940,0.12533901588531576
6,6410,GRAL11n,GB,OTROS,24011,0.23257458349476948
6,6410,GRAL11n,GB,PERON,39406,0.3816931421929485
6,6410,GRAL11n,GB,SOCIALISTA,11633,0.11267919411080976
6,6410,GRAL11n,GB,UCR,11836,0.11464548624564122
6,6410,GRAL11n,PR,IZQUIERDA,3532,0.03444106404555738
6,6410,GRAL11n,PR,NO POSITIVOS,3215,0.031349949294016695
6,6410,GRAL11n,PR,OTROS,8624,0.08409392308292378
6,6410,GRAL11n,PR,PERON,52860,0.5154458226070676
6,6410,GRAL11n,PR,PROVINCIAL,9400,0.0916608159762852
6,6410,GRAL11n,PR,SOCIALISTA,16946,0.1652429986738435
6,6410,GRAL11n,PR,UCR,7975,0.0777654263203058
6,6410,GRAL11n,SN,IZQUIERDA,4301,0.04193724526609333
6,6410,GRAL11n,SN,NO POSITIVOS,6399,0.06239396244076523
6,6410,GRAL11n,SN,OTROS,9068,0.08841826088652274
6,6410,GRAL11n,SN,PERON,51012,0.4973965950974083
6,6410,GRAL11n,SN,PROVINCIAL,7901,0.0770393338403635
6,6410,GRAL11n,SN,SOCIALISTA,15367,0.14983716531133603
6,6410,GRAL11n,SN,UCR,8510,0.08297743715751087
6,6410,GRAL13n,DN,IZQUIERDA,7369,0.06623522538312884
6,6410,GRAL13n,DN,MASSA,47592,0.42777403262774705
6,6410,GRAL13n,DN,NO POSITIVOS,3823,0.03436250056177251
6,6410,GRAL13n,DN,OTROS,5903,0.053058289515077975
6,6410,GRAL13n,DN,PERON,33593,0.301945979955957
6,6410,GRAL13n,DN,PROVINCIAL,12975,0.11662397195631657
6,6410,GRAL13n,IN,IZQUIERDA,7373,0.0659333780460541
6,6410,GRAL13n,IN,MASSA,42848,0.38317013190252625
6,6410,GRAL13n,IN,NO POSITIVOS,6714,0.060040241448692154
6,6410,GRAL13n,IN,OTROS,16173,0.14462776659959758
6,6410,GRAL13n,IN,PERON,25656,0.2294299128101945
6,6410,GRAL13n,IN,PROVINCIAL,13061,0.1167985691929354
6,6410,GRAL13n,SP,IZQUIERDA,7779,0.06945349678133621
6,6410,GRAL13n,SP,MASSA,45518,0.4063998285760203
6,6410,GRAL13n,SP,NO POSITIVOS,6646,0.059337696311705934
6,6410,GRAL13n,SP,OTROS,4701,0.04197209003330268
6,6410,GRAL13n,SP,PERON,34131,0.3047329089399391
6,6410,GRAL13n,SP,PROVINCIAL,13228,0.11810397935769577
6,6410,GRAL15n,CO,IZQUIERDA,5108,0.04502820874471086
6,6410,GRAL15n,CO,MASSA,22549,0.19877468265162201
6,6410,GRAL15n,CO,NO POSITIVOS,9397,0.0828367418899859
6,6410,GRAL15n,CO,OTROS,5715,0.050379055007052184
6,6410,GRAL15n,CO,PERON,36363,0.3205483074753174
6,6410,GRAL15n,CO,PRO,34308,0.3024330042313117
6,6410,GRAL15n,DN,IZQUIERDA,5370,0.04793144999330566
6,6410,GRAL15n,DN,MASSA,23280,0.2077922077922078
6,6410,GRAL15n,DN,NO POSITIVOS,6331,0.05650912661221939
6,6410,GRAL15n,DN,OTROS,5860,0.052305083232918284
6,6410,GRAL15n,DN,PERON,36915,0.32949524702102023
6,6410,GRAL15n,DN,PRO,34279,0.30596688534832867
6,6410,GRAL15n,DP,IZQUIERDA,5147,0.045352812632172564
6,6410,GRAL15n,DP,MASSA,22176,0.19540391935711265
6,6410,GRAL15n,DP,NO POSITIVOS,8023,0.07069469899901311
6,6410,GRAL15n,DP,OTROS,5437,0.04790814887917665
6,6410,GRAL15n,DP,PERON,36134,0.3183948963767094
6,6410,GRAL15n,DP,PRO,36571,0.3222455237558156
6,6410,GRAL15n,GB,IZQUIERDA,4367,0.03854164827987926
6,6410,GRAL15n,GB,MASSA,21498,0.1897339946693026
6,6410,GRAL15n,GB,NO POSITIVOS,6613,0.05836407604186892
6,6410,GRAL15n,GB,OTROS,4059,0.035823345630416746
6,6410,GRAL15n,GB,PERON,35654,0.3146700086491448
6,6410,GRAL15n,GB,PRO,41115,0.3628669267293877
6,6410,GRAL15n,MN,IZQUIERDA,5144,0.045630344533938896
6,6410,GRAL15n,MN,MASSA,23465,0.20814852925522478
6,6410,GRAL15n,MN,NO POSITIVOS,5318,0.04717382819430153
6,6410,GRAL15n,MN,OTROS,5535,0.049098747471880214
6,6410,GRAL15n,MN,PERON,37532,0.3329311996593691
6,6410,GRAL15n,MN,PRO,34719,0.30797821381683993
6,6410,GRAL15n,MN,PROVINCIAL,1019,0.009039137068445518
6,6410,GRAL15n,MP,IZQUIERDA,5124,0.04573529936806026
6,6410,GRAL15n,MP,MASSA,22853,0.20397907815345068
6,6410,GRAL15n,MP,NO POSITIVOS,7652,0.06829947516869578
6,6410,GRAL15n,MP,OTROS,5430,0.04846656431861188
6,6410,GRAL15n,MP,PERON,36566,0.3263772358884644
6,6410,GRAL15n,MP,PRO,34411,0.307142347102717
6,6410,GRAL15n,PR,IZQUIERDA,4561,0.04053573650438152
6,6410,GRAL15n,PR,MASSA,25292,0.22478181268774775
6,6410,GRAL15n,PR,NO POSITIVOS,2519,0.022387529106454078
6,6410,GRAL15n,PR,OTROS,4905,0.04359302511598144
6,6410,GRAL15n,PR,PERON,38618,0.34321619651966795
6,6410,GRAL15n,PR,PRO,35586,0.3162693968964966
6,6410,GRAL15n,PR,PROVINCIAL,1037,0.009216303169270695
6,6410,GRAL17c,DN,NO POSITIVOS,1,1.0
6,6410,GRAL17c,SN,NO POSITIVOS,1,1.0
6,6410,GRAL17c,SP,NO POSITIVOS,1,1.0
6,6410,GRAL17n,DN,IZQUIERDA,6606,0.05824626372172993
6,6410,GRAL17n,DN,MASSA,12474,0.10998545165983335
6,6410,GRAL17n,DN,NO POSITIVOS,4173,0.03679407485782304
6,6410,GRAL17n,DN,PERON,44056,0.38844949962527003
6,6410,GRAL17n,DN,PRO,46106,0.40652471013534364
6,6410,GRAL17n,SN,IZQUIERDA,5854,0.05161984374724441
6,6410,GRAL17n,SN,MASSA,12751,0.11243673174258857
6,6410,GRAL17n,SN,NO POSITIVOS,3422,0.030174770294340687
6,6410,GRAL17n,SN,PERON,45459,0.40085180678270993
6,6410,GRAL17n,SN,PRO,45920,0.4049168474331164
6,6410,GRAL17n,SP,IZQUIERDA,6612,0.057245266356718005
6,6410,GRAL17n,SP,MASSA,12547,0.10862921309403219
6,6410,GRAL17n,SP,NO POSITIVOS,4831,0.0418257534436335
6,6410,GRAL17n,SP,PERON,44817,0.388015895691021
6,6410,GRAL17n,SP,PRO,46696,0.4042838714145953
6,6410,GRAL19c,DN,NO POSITIVOS,88,1.0
6,6410,GRAL19c,DP,NO POSITIVOS,88,1.0
6,6410,GRAL19c,GB,NO POSITIVOS,88,1.0
6,6410,GRAL19c,IN,NO POSITIVOS,94,1.0
6,6410,GRAL19c,PR,NO POSITIVOS,92,1.0
6,6410,GRAL19n,DN,IZQUIERDA,4874,0.04294273127753304
6,6410,GRAL19n,DN,NO POSITIVOS,5854,0.051577092511013216
6,6410,GRAL19n,DN,OTROS,7980,0.07030837004405287
6,6410,GRAL19n,DN,PERON,54510,0.48026431718061674
6,6410,GRAL19n,DN,PRO,40282,0.35490748898678415
6,6410,GRAL19n,DP,IZQUIERDA,4588,0.03972672722077427
6,6410,GRAL19n,DP,NO POSITIVOS,5089,0.04406480270848306
6,6410,GRAL19n,DP,OTROS,8652,0.07491622578773736
6,6410,GRAL19n,DP,PERON,55280,0.47866030531046244
6,6410,GRAL19n,DP,PRO,41880,0.36263193897254287
6,6410,GRAL19n,GB,IZQUIERDA,3864,0.033433414378790896
6,6410,GRAL19n,GB,NO POSITIVOS,4230,0.036600244001626675
6,6410,GRAL19n,GB,OTROS,8281,0.07165168335164787
6,6410,GRAL19n,GB,PERON,56407,0.4880638211346941
6,6410,GRAL19n,GB,PRO,42791,0.3702508371332405
6,6410,GRAL19n,IN,IZQUIERDA,4352,0.03770675030541428
6,6410,GRAL19n,IN,NO POSITIVOS,5701,0.04939480319190414
6,6410,GRAL19n,IN,OTROS,13492,0.11689785733470806
6,6410,GRAL19n,IN,PERON,50437,0.4369980158902068
6,6410,GRAL19n,IN,PRO,41435,0.3590025732777667
6,6410,GRAL19n,PR,IZQUIERDA,3592,0.03159218638686356
6,6410,GRAL19n,PR,NO POSITIVOS,2352,0.020686197767790394
6,6410,GRAL19n,PR,OTROS,11558,0.1016543681122965
6,6410,GRAL19n,PR,PERON,56497,0.4968997088804651
6,6410,GRAL19n,PR,PRO,39700,0.34916753885258445
6,6410,PASO11n,DN,IZQUIERDA,2277,0.03279609385127252
6,6410,PASO11n,DN,NO POSITIVOS,6580,0.09477307753244321
6,6410,PASO11n,DN,OTROS,11291,0.16262656814875628
6,6410,PASO11n,DN,PERON,31433,0.45273588846159385
6,6410,PASO11n,DN,PROVINCIAL,5579,0.08035547105676302
6,6410,PASO11n,DN,SOCIALISTA,5380,0.07748923360555388
6,6410,PASO11n,DN,UCR,6889,0.09922366734361722
6,6410,PASO11n,DP,IZQUIERDA,1633,0.029808517240749868
6,6410,PASO11n,DP,NO POSITIVOS,6125,0.11180475695014877
6,6410,PASO11n,DP,OTROS,18543,0.33848091561250754
6,6410,PASO11n,DP,PERON,18388,0.33565157074274865
6,6410,PASO11n,DP,PROVINCIAL,3694,0.06742967708960809
6,6410,PASO11n,DP,UCR,6400,0.11682456236423708
6,6410,PASO11n,GB,IZQUIERDA,1786,0.02852306119841574
6,6410,PASO11n,GB,NO POSITIVOS,5427,0.0866711383671905
6,6410,PASO11n,GB,OTROS,21818,0.34844129296026577
6,6410,PASO11n,GB,PERON,21027,0.33580873898045227
6,6410,PASO11n,GB,PROVINCIAL,4303,0.06872045483582472
6,6410,PASO11n,GB,UCR,8255,0.13183531365785103
6,6410,PASO11n,PR,IZQUIERDA,2424,0.032517271446777116
6,6410,PASO11n,PR,NO POSITIVOS,3867,0.05187470655308874
6,6410,PASO11n,PR,OTROS,12733,0.17080957810718359
6,6410,PASO11n,PR,PERON,35258,0.4729760547320411
6,6410,PASO11n,PR,PROVINCIAL,6945,0.09316520222684285
6,6410,PASO11n,PR,SOCIALISTA,6493,0.08710175062043062
6,6410,PASO11n,PR,UCR,6825,0.09155543631363607
6,6410,PASO11n,SN,IZQUIERDA,2375,0.03278801684268655
6,6410,PASO11n,SN,NO POSITIVOS,6277,0.08665700283012356
6,6410,PASO11n,SN,OTROS,12074,0.16668737488783048
6,6410,PASO11n,SN,PERON,33248,0.4590046248360599
6,6410,PASO11n,SN,PROVINCIAL,5944,0.08205977773175951
6,6410,PASO11n,SN,SOCIALISTA,5656,0.07808379926830952
6,6410,PASO11n,SN,UCR,6861,0.09471940360323049
6,6410,PASO13n,DN,MASSA,37434,0.3800251766425729
6,6410,PASO13n,DN,NO POSITIVOS,3240,0.03289206529684074
6,6410,PASO13n,DN,OTROS,11458,0.11632014943555592
6,6410,PASO13n,DN,PERON,32320,0.32810850320799156
6,6410,PASO13n,DN,PROVINCIAL,14052,0.1426541054170389
6,6410,PASO13n,IN,MASSA,33161,0.3675407873736478
6,6410,PASO13n,IN,NO POSITIVOS,6831,0.07571156233374712
6,6410,PASO13n,IN,OTROS,11214,0.12429065437134244
6,6410,PASO13n,IN,PERON,25123,0.27845140982443695
6,6410,PASO13n,IN,PROVINCIAL,13895,0.1540055860968257
6,6410,PASO13n,SP,MASSA,35122,0.35098484015709475
6,6410,PASO13n,SP,NO POSITIVOS,7472,0.07466997111935003
6,6410,PASO13n,SP,OTROS,11414,0.1140635774031399
6,6410,PASO13n,SP,PERON,32609,0.32587166598379086
6,6410,PASO13n,SP,PROVINCIAL,13450,0.13440994533662445
6,6410,PASO15n,CO,IZQUIERDA,4425,0.04195744519456876
6,6410,PASO15n,CO,MASSA,20346,0.19291891071834938
6,6410,PASO15n,CO,NO POSITIVOS,9172,0.08696806493210954
6,6410,PASO15n,CO,OTROS,6710,0.06362360615944777
6,6410,PASO15n,CO,PERON,38410,0.3642001061973754
6,6410,PASO15n,CO,PRO,25357,0.24043275430478647
6,6410,PASO15n,CO,PROVINCIAL,1044,0.009899112493362665
6,6410,PASO15n,DN,IZQUIERDA,5088,0.04904805514050224
6,6410,PASO15n,DN,MASSA,20515,0.1977635320769268
6,6410,PASO15n,DN,NO POSITIVOS,7074,0.0681929917578445
6,6410,PASO15n,DN,OTROS,7514,0.07243456885332819
6,6410,PASO15n,DN,PERON,36483,0.3516942208512074
6,6410,PASO15n,DN,PRO,25925,0.24991565045548755
6,6410,PASO15n,DN,PROVINCIAL,1136,0.01095098086470333
6,6410,PASO15n,DP,IZQUIERDA,5252,0.05010111802190254
6,6410,PASO15n,DP,MASSA,20223,0.1929160148052047
6,6410,PASO15n,DP,NO POSITIVOS,9551,0.09111115350860458
6,6410,PASO15n,DP,OTROS,7113,0.06785400847101919
6,6410,PASO15n,DP,PERON,35624,0.3398328690807799
6,6410,PASO15n,DP,PRO,26012,0.2481398099744343
6,6410,PASO15n,DP,PROVINCIAL,1053,0.010045026138054719
6,6410,PASO15n,GB,IZQUIERDA,5078,0.04812677110877333
6,6410,PASO15n,GB,MASSA,20732,0.19648763659454285
6,6410,PASO15n,GB,NO POSITIVOS,8234,0.0780377773354942
6,6410,PASO15n,GB,OTROS,6689,0.0633950318918048
6,6410,PASO15n,GB,PERON,36909,0.3498052372693412
6,6410,PASO15n,GB,PRO,26808,0.2540729578345796
6,6410,PASO15n,GB,PROVINCIAL,1063,0.010074587965463972
6,6410,PASO15n,MN,IZQUIERDA,5274,0.05076523245740687
6,6410,PASO15n,MN,MASSA,20427,0.1966214265088074
6,6410,PASO15n,MN,NO POSITIVOS,7868,0.07573394936952546
6,6410,PASO15n,MN,OTROS,7326,0.07051689286745597
6,6410,PASO15n,MN,PERON,36990,0.3560496679179902
6,6410,PASO15n,MN,PRO,24854,0.23923380498604294
6,6410,PASO15n,MN,PROVINCIAL,1151,0.0110790258927712
6,6410,PASO15n,MP,IZQUIERDA,5017,0.048532982500266025
6,6410,PASO15n,MP,MASSA,20073,0.19418029853056407
6,6410,PASO15n,MP,NO POSITIVOS,8270,0.080001547792944
6,6410,PASO15n,MP,OTROS,7316,0.07077283236435046
6,6410,PASO15n,MP,PERON,36101,0.34923045669565556
6,6410,PASO15n,MP,PRO,25501,0.24668917415572733
6,6410,PASO15n,MP,PROVINCIAL,1095,0.010592707960492585
6,6410,PASO15n,PR,IZQUIERDA,5271,0.0502962814530673
6,6410,PASO15n,PR,MASSA,21688,0.20694853958530138
6,6410,PASO15n,PR,NO POSITIVOS,4006,0.03822555558736247
6,6410,PASO15n,PR,OTROS,7725,0.07371253542495634
6,6410,PASO15n,PR,PERON,37932,0.3619500186070478
6,6410,PASO15n,PR,PRO,26945,0.2571112319774044
6,6410,PASO15n,PR,PROVINCIAL,1232,0.011755837364860352
6,6410,PASO17c,DN,NO POSITIVOS,278,1.0
6,6410,PASO17c,SP,NO POSITIVOS,278,1.0
6,6410,PASO17n,DN,IZQUIERDA,6385,0.0580417609788468
6,6410,PASO17n,DN,MASSA,17352,0.15773541683711037
6,6410,PASO17n,DN,NO POSITIVOS,4621,0.04200641777341442
6,6410,PASO17n,DN,OTROS,2825,0.025680183988291656
6,6410,PASO17n,DN,PERON,41231,0.3748034216004436
6,6410,PASO17n,DN,PRO,37593,0.34173279882189317
6,6410,PASO17n,SN,IZQUIERDA,5912,0.05358858613875746
6,6410,PASO17n,SN,MASSA,17891,0.16217073657112815
6,6410,PASO17n,SN,NO POSITIVOS,3903,0.035378256376787945
6,6410,PASO17n,SN,OTROS,2797,0.02535305741375247
6,6410,PASO17n,SN,PERON,42681,0.3868765975961277
6,6410,PASO17n,SN,PRO,37138,0.33663276590344626
6,6410,PASO17n,SP,IZQUIERDA,6398,0.056989649582242174
6,6410,PASO17n,SP,MASSA,18018,0.16049382716049382
6,6410,PASO17n,SP,NO POSITIVOS,6312,0.056223611779167335
6,6410,PASO17n,SP,OTROS,957,0.008524397413286302
6,6410,PASO17n,SP,PERON,42038,0.3744499670425596
6,6410,PASO17n,SP,PRO,37895,0.33754654125024497
6,6410,PASO17n,SP,SOCIALISTA,648,0.005772005772005772
6,6410,PASO19c,DN,NO POSITIVOS,113,1.0
6,6410,PASO19c,DP,NO POSITIVOS,105,1.0
6,6410,PASO19c,GB,NO POSITIVOS,101,1.0
6,6410,PASO19c,IN,NO POSITIVOS,96,1.0
6,6410,PASO19c,PR,NO POSITIVOS,108,1.0
6,6410,PASO19n,DN,IZQUIERDA,4896,0.0452303087412006
6,6410,PASO19n,DN,MASSA,94,0.0008683923655377566
6,6410,PASO19n,DN,NO POSITIVOS,7480,0.06910186057683425
6,6410,PASO19n,DN,OTROS,11689,0.1079855144762855
6,6410,PASO19n,DN,PERON,50989,0.471047429004305
6,6410,PASO19n,DN,PRO,33098,0.3057664948358369
6,6410,PASO19n,DP,IZQUIERDA,4710,0.042925495557074506
6,6410,PASO19n,DP,MASSA,96,0.0008749145591250854
6,6410,PASO19n,DP,NO POSITIVOS,6884,0.062738664843928
6,6410,PASO19n,DP,OTROS,12013,0.10948279790385053
6,6410,PASO19n,DP,PERON,51415,0.46858054226475276
6,6410,PASO19n,DP,PRO,34607,0.31539758487126907
6,6410,PASO19n,GB,IZQUIERDA,4395,0.04003060360138809
6,6410,PASO19n,GB,NO POSITIVOS,5733,0.05221739486843184
6,6410,PASO19n,GB,OTROS,11698,0.10654789554699383
6,6410,PASO19n,GB,PERON,52278,0.47615924802579446
6,6410,PASO19n,GB,PRO,35687,0.3250448579573918
6,6410,PASO19n,IN,IZQUIERDA,4529,0.041347891978746325
6,6410,PASO19n,IN,NO POSITIVOS,7298,0.0666277137692406
6,6410,PASO19n,IN,OTROS,17451,0.1593203936677196
6,6410,PASO19n,IN,PERON,46493,0.4244618109445469
6,6410,PASO19n,IN,PRO,33763,0.3082421896397466
6,6410,PASO19n,PR,IZQUIERDA,5473,0.05038156695602544
6,6410,PASO19n,PR,NO POSITIVOS,3550,0.03267943772956154
6,6410,PASO19n,PR,OTROS,15190,0.13983117158085628
6,6410,PASO19n,PR,PERON,52739,0.4854875680054496
6,6410,PASO19n,PR,PRO,31679,0.29162025572810707
6,6410,PASO21c,CO,NO POSITIVOS,72,1.0
6,6410,PASO21c,DN,NO POSITIVOS,53,1.0
6,6410,PASO21c,SP,NO POSITIVOS,68,1.0
6,6410,PASO21n,CO,IZQUIERDA,6655,0.06717472494196022
6,6410,PASO21n,CO,NO POSITIVOS,7221,0.07288785707075805
6,6410,PASO21n,CO,OTROS,14645,0.14782477036438882
6,6410,PASO21n,CO,PERON,33312,0.33624709801150704
6,6410,PASO21n,CO,PRO,37237,0.3758655496113859
6,6410,PASO21n,DN,IZQUIERDA,6523,0.06672053679193175
6,6410,PASO21n,DN,NO POSITIVOS,4210,0.04306200519608044
6,6410,PASO21n,DN,OTROS,16992,0.1738027535134914
6,6410,PASO21n,DN,PERON,33189,0.33947384571323364
6,6410,PASO21n,DN,PRO,36852,0.3769408587852628
6,6410,PASO21n,SP,IZQUIERDA,6580,0.06636409480584972
6,6410,PASO21n,SP,NO POSITIVOS,6401,0.06455874936964195
6,6410,PASO21n,SP,OTROS,15126,0.15255673222390317
6,6410,PASO21n,SP,PERON,33941,0.34231971759959656
6,6410,PASO21n,SP,PRO,37102,0.3742007060010086
6,6412,BLTG15n,PR,NO POSITIVOS,3423,0.02070680184867036
6,6412,BLTG15n,PR,PERON,107560,0.6506642146780555
6,6412,BLTG15n,PR,PRO,54325,0.3286289834732741
6,6412,GRAL11n,CO,IZQUIERDA,3511,0.033054661168540174
6,6412,GRAL11n,CO,NO POSITIVOS,17731,0.16693027547120073
6,6412,GRAL11n,CO,OTROS,12080,0.11372836995612796
6,6412,GRAL11n,CO,PERON,57477,0.5411229735073152
6,6412,GRAL11n,CO,PROVINCIAL,4004,0.03769605904837221
6,6412,GRAL11n,CO,SOCIALISTA,5197,0.048927677041556046
6,6412,GRAL11n,CO,UCR,6218,0.05853998380688772
6,6412,GRAL11n,DN,IZQUIERDA,4892,0.035003863877042844
6,6412,GRAL11n,DN,NO POSITIVOS,16324,0.11680357193966627
6,6412,GRAL11n,DN,OTROS,9135,0.06536391997481325
6,6412,GRAL11n,DN,PERON,87168,0.6237156186496465
6,6412,GRAL11n,DN,PROVINCIAL,5468,0.039125332722745355
6,6412,GRAL11n,DN,SOCIALISTA,8353,0.059768453590543516
6,6412,GRAL11n,DN,UCR,8416,0.06021923924554223
6,6412,GRAL11n,DP,IZQUIERDA,4760,0.03388479170819215
6,6412,GRAL11n,DP,NO POSITIVOS,21661,0.15419715823343488
6,6412,GRAL11n,DP,OTROS,13742,0.0978245394231043
6,6412,GRAL11n,DP,PERON,78528,0.559013639340528
6,6412,GRAL11n,DP,PROVINCIAL,5345,0.038049204134514084
6,6412,GRAL11n,DP,SOCIALISTA,7470,0.053176343289957004
6,6412,GRAL11n,DP,UCR,8970,0.06385432387026965
6,6412,GRAL11n,GB,IZQUIERDA,4463,0.03178956065872699
6,6412,GRAL11n,GB,NO POSITIVOS,21686,0.15446749102512963
6,6412,GRAL11n,GB,OTROS,13876,0.09883754060060403
6,6412,GRAL11n,GB,PERON,82340,0.5865006553079948
6,6412,GRAL11n,GB,SOCIALISTA,7549,0.05377087013505043
6,6412,GRAL11n,GB,UCR,10478,0.07463388227249416
