eleccion_id,cargo_id,fuerza,distrito_id,seccion_id,votos_cantidad
0,1,,15,9,131
0,1,,15,10,198
0,1,,15,11,37
0,1,,15,12,76
0,1,,15,13,57
0,1,,15,14,254
0,1,,15,15,709
0,1,,15,16,525
0,1,,16,1,859
0,1,,16,2,64
0,1,,16,3,275
0,1,,16,4,44
0,1,,16,5,24
0,1,,16,6,122
0,1,,16,7,11
0,1,,16,8,59
0,1,,16,9,1346
0,1,,16,10,135
0,1,,16,11,1372
0,1,,16,12,8326
0,1,,16,13,32
0,1,,17,1,6172
0,1,,17,2,80
0,1,,17,3,450
0,1,,17,4,344
0,1,,17,5,343
0,1,,17,6,56
0,1,,17,7,1126
0,1,,17,8,835
0,1,,17,9,22
0,1,,17,10,30
0,1,,17,11,250
0,1,,17,12,182
0,1,,17,13,111
0,1,,17,14,22
0,1,,17,15,267
0,1,,17,16,45
0,1,,17,17,136
0,1,,17,18,41
0,1,,17,19,31
0,1,,17,20,117
0,1,,17,21,360
0,1,,17,22,29
0,1,,17,23,57
0,1,,18,1,4950
0,1,,18,2,1827
0,1,,18,3,2115
0,1,,18,4,3089
0,1,,18,5,119
0,1,,18,6,3559
0,1,,18,7,301
0,1,,18,8,514
0,1,,18,9,308
0,1,,18,10,868
0,1,,18,11,114
0,1,,18,12,1181
0,1,,18,13,636
0,1,,18,14,1039
0,1,,18,15,2315
0,1,,18,16,67
0,1,,18,17,753
0,1,,18,18,319
0,1,,18,19,325
0,1,,19,1,6493
0,1,,19,2,559
0,1,,19,3,3814
0,1,,19,4,1336
0,1,,19,5,165
0,1,,19,6,989
0,1,,19,7,781
0,1,,19,8,78
0,1,,19,9,321
0,1,,20,1,3795
0,1,,20,2,208
0,1,,20,3,307
0,1,,20,4,221
0,1,,20,5,319
0,1,,20,6,443
0,1,,20,7,3649
0,1,,21,1,664
0,1,,21,2,1261
0,1,,21,3,2271
0,1,,21,4,1102
0,1,,21,5,257
0,1,,21,6,2168
0,1,,21,7,1857
0,1,,21,8,1006
0,1,,21,9,5713
0,1,,21,10,1849
0,1,,21,11,1520
0,1,,21,12,204
0,1,,21,13,3629
0,1,,21,14,11608
0,1,,21,15,3917
0,1,,21,16,600
0,1,,21,17,352
0,1,,21,18,1038
0,1,,21,19,534
0,1,,21,20,2312
0,1,,21,21,924
0,1,,21,22,470
0,1,,22,1,2478
0,1,,22,2,88
0,1,,22,3,56
0,1,,22,4,55
0,1,,22,5,22
0,1,,22,6,1123
0,1,,22,7,80
0,1,,22,8,116
0,1,,22,9,347
0,1,,22,10,43
0,1,,22,11,52
0,1,,22,12,45
0,1,,22,13,97
0,1,,22,14,80
0,1,,22,15,17
0,1,,22,16,163
0,1,,22,17,113
0,1,,22,18,100
0,1,,22,19,100
0,1,,22,20,35
0,1,,22,21,281
0,1,,22,22,394
0,1,,22,23,51
0,1,,22,24,33
0,1,,22,25,48
0,1,,22,26,23
0,1,,22,27,253
0,1,,23,1,6854
0,1,,23,2,631
0,1,,23,3,328
0,1,,23,4,496
0,1,,23,5,817
0,1,,23,6,398
0,1,,23,7,212
0,1,,23,8,134
0,1,,23,9,86
0,1,,23,10,255
0,1,,23,11,482
0,1,,23,12,1695
0,1,,23,13,236
0,1,,23,14,161
0,1,,23,15,829
0,1,,23,16,1410
0,1,,23,17,159
0,1,,24,1,1260
0,1,,24,2,1266
0,1,,24,3,4
0,1,IZQUIERDA,1,1,4027
0,1,IZQUIERDA,1,2,2386
0,1,IZQUIERDA,1,3,4493
0,1,IZQUIERDA,1,4,4759
0,1,IZQUIERDA,1,5,4302
0,1,IZQUIERDA,1,6,3987
0,1,IZQUIERDA,1,7,4210
0,1,IZQUIERDA,1,8,3324
0,1,IZQUIERDA,1,9,3925
0,1,IZQUIERDA,1,10,4090
0,1,IZQUIERDA,1,11,4341
0,1,IZQUIERDA,1,12,4862
0,1,IZQUIERDA,1,13,4031
0,1,IZQUIERDA,1,14,3758
0,1,IZQUIERDA,1,15,4560
0,1,IZQUIERDA,2,1,84
0,1,IZQUIERDA,2,2,75
0,1,IZQUIERDA,2,3,9245
0,1,IZQUIERDA,2,4,7614
0,1,IZQUIERDA,2,5,177
0,1,IZQUIERDA,2,6,781
0,1,IZQUIERDA,2,7,6899
0,1,IZQUIERDA,2,8,468
0,1,IZQUIERDA,2,9,270
0,1,IZQUIERDA,2,10,178
0,1,IZQUIERDA,2,11,5849
0,1,IZQUIERDA,2,12,1882
0,1,IZQUIERDA,2,13,207
0,1,IZQUIERDA,2,14,334
0,1,IZQUIERDA,2,15,207
0,1,IZQUIERDA,2,16,1334
0,1,IZQUIERDA,2,17,480
0,1,IZQUIERDA,2,18,76
0,1,IZQUIERDA,2,19,144
0,1,IZQUIERDA,2,20,91
0,1,IZQUIERDA,2,21,64
0,1,IZQUIERDA,2,22,217
0,1,IZQUIERDA,2,23,39
0,1,IZQUIERDA,2,24,154
0,1,IZQUIERDA,2,25,111
0,1,IZQUIERDA,2,26,223
0,1,IZQUIERDA,2,27,601
0,1,IZQUIERDA,2,28,521
0,1,IZQUIERDA,2,29,611
0,1,IZQUIERDA,2,30,346
0,1,IZQUIERDA,2,31,795
0,1,IZQUIERDA,2,32,79
0,1,IZQUIERDA,2,33,187
0,1,IZQUIERDA,2,34,1413
0,1,IZQUIERDA,2,35,3054
0,1,IZQUIERDA,2,36,4090
0,1,IZQUIERDA,2,37,281
0,1,IZQUIERDA,2,38,5107
0,1,IZQUIERDA,2,39,495
0,1,IZQUIERDA,2,40,31
0,1,IZQUIERDA,2,41,97
0,1,IZQUIERDA,2,42,113
0,1,IZQUIERDA,2,43,8
0,1,IZQUIERDA,2,44,60
0,1,IZQUIERDA,2,45,137
0,1,IZQUIERDA,2,46,13
0,1,IZQUIERDA,2,47,184
0,1,IZQUIERDA,2,48,82
0,1,IZQUIERDA,2,49,75
0,1,IZQUIERDA,2,50,10153
0,1,IZQUIERDA,2,51,882
0,1,IZQUIERDA,2,52,7408
0,1,IZQUIERDA,2,53,4253
0,1,IZQUIERDA,2,54,127
0,1,IZQUIERDA,2,55,187
0,1,IZQUIERDA,2,56,95
0,1,IZQUIERDA,2,57,71
0,1,IZQUIERDA,2,58,56
0,1,IZQUIERDA,2,59,198
0,1,IZQUIERDA,2,60,1085
0,1,IZQUIERDA,2,61,20055
0,1,IZQUIERDA,2,62,9813
0,1,IZQUIERDA,2,63,12654
0,1,IZQUIERDA,2,64,118
0,1,IZQUIERDA,2,65,216
0,1,IZQUIERDA,2,66,112
0,1,IZQUIERDA,2,67,394
0,1,IZQUIERDA,2,68,77
0,1,IZQUIERDA,2,69,407
0,1,IZQUIERDA,2,70,10541
0,1,IZQUIERDA,2,71,1046
0,1,IZQUIERDA,2,72,195
0,1,IZQUIERDA,2,73,79
0,1,IZQUIERDA,2,74,219
0,1,IZQUIERDA,2,75,675
0,1,IZQUIERDA,2,76,1071
0,1,IZQUIERDA,2,77,8700
0,1,IZQUIERDA,2,78,132
0,1,IZQUIERDA,2,79,6063
0,1,IZQUIERDA,2,80,6457
0,1,IZQUIERDA,2,81,84
0,1,IZQUIERDA,2,82,749
0,1,IZQUIERDA,2,83,376
0,1,IZQUIERDA,2,84,1375
0,1,IZQUIERDA,2,85,356
0,1,IZQUIERDA,2,86,20
0,1,IZQUIERDA,2,87,757
0,1,IZQUIERDA,2,88,16
0,1,IZQUIERDA,2,89,3266
0,1,IZQUIERDA,2,90,230
0,1,IZQUIERDA,2,91,141
0,1,IZQUIERDA,2,92,9686
0,1,IZQUIERDA,2,93,178
0,1,IZQUIERDA,2,94,119
0,1,IZQUIERDA,2,95,122
0,1,IZQUIERDA,2,96,157
0,1,IZQUIERDA,2,97,62
0,1,IZQUIERDA,2,98,163
0,1,IZQUIERDA,2,99,256
0,1,IZQUIERDA,2,100,53
0,1,IZQUIERDA,2,101,306
0,1,IZQUIERDA,2,102,198
0,1,IZQUIERDA,2,103,184
0,1,IZQUIERDA,2,104,34
0,1,IZQUIERDA,2,105,2477
0,1,IZQUIERDA,2,106,5268
0,1,IZQUIERDA,2,107,1306
0,1,IZQUIERDA,2,108,431
0,1,IZQUIERDA,2,109,527
0,1,IZQUIERDA,2,110,67
0,1,IZQUIERDA,2,111,1491
0,1,IZQUIERDA,2,112,40
0,1,IZQUIERDA,2,113,5474
0,1,IZQUIERDA,2,114,184
0,1,IZQUIERDA,2,115,314
0,1,IZQUIERDA,2,116,7
0,1,IZQUIERDA,2,117,502
0,1,IZQUIERDA,2,118,7152
0,1,IZQUIERDA,2,119,1001
0,1,IZQUIERDA,2,120,103
0,1,IZQUIERDA,2,121,314
0,1,IZQUIERDA,2,122,4907
0,1,IZQUIERDA,2,123,356
0,1,IZQUIERDA,2,124,226
0,1,IZQUIERDA,2,125,1225
0,1,IZQUIERDA,2,126,112
0,1,IZQUIERDA,2,127,54
0,1,IZQUIERDA,2,128,849
0,1,IZQUIERDA,2,129,4355
0,1,IZQUIERDA,2,130,4615
0,1,IZQUIERDA,2,131,78
0,1,IZQUIERDA,2,132,2020
0,1,IZQUIERDA,2,133,3532
0,1,IZQUIERDA,2,134,3697
0,1,IZQUIERDA,2,135,27
0,1,IZQUIERDA,3,1,1319
0,1,IZQUIERDA,3,2,101
0,1,IZQUIERDA,3,3,105
0,1,IZQUIERDA,3,4,57
0,1,IZQUIERDA,3,5,18
0,1,IZQUIERDA,3,6,84
0,1,IZQUIERDA,3,7,67
0,1,IZQUIERDA,3,8,187
0,1,IZQUIERDA,3,9,70
0,1,IZQUIERDA,3,10,59
0,1,IZQUIERDA,3,11,63
0,1,IZQUIERDA,3,12,304
0,1,IZQUIERDA,3,13,164
0,1,IZQUIERDA,3,14,12
0,1,IZQUIERDA,3,15,100
0,1,IZQUIERDA,3,16,181
0,1,IZQUIERDA,4,1,27759
0,1,IZQUIERDA,4,2,605
0,1,IZQUIERDA,4,3,3939
0,1,IZQUIERDA,4,4,382
0,1,IZQUIERDA,4,5,198
0,1,IZQUIERDA,4,6,1501
0,1,IZQUIERDA,4,7,295
0,1,IZQUIERDA,4,8,650
0,1,IZQUIERDA,4,9,1034
0,1,IZQUIERDA,4,10,32
0,1,IZQUIERDA,4,11,22
0,1,IZQUIERDA,4,12,2835
0,1,IZQUIERDA,4,13,2793
0,1,IZQUIERDA,4,14,383
0,1,IZQUIERDA,4,15,137
0,1,IZQUIERDA,4,16,1434
0,1,IZQUIERDA,4,17,379
0,1,IZQUIERDA,4,18,381
0,1,IZQUIERDA,4,19,448
0,1,IZQUIERDA,4,20,2144
0,1,IZQUIERDA,4,21,1634
0,1,IZQUIERDA,4,22,15
0,1,IZQUIERDA,4,23,1657
0,1,IZQUIERDA,4,24,134
0,1,IZQUIERDA,4,25,62
0,1,IZQUIERDA,4,26,913
0,1,IZQUIERDA,5,1,1833
0,1,IZQUIERDA,5,2,474
0,1,IZQUIERDA,5,3,176
0,1,IZQUIERDA,5,4,196
0,1,IZQUIERDA,5,5,108
0,1,IZQUIERDA,5,6,66
0,1,IZQUIERDA,5,7,192
0,1,IZQUIERDA,5,8,215
0,1,IZQUIERDA,5,9,194
0,1,IZQUIERDA,5,10,36
0,1,IZQUIERDA,5,11,142
0,1,IZQUIERDA,5,12,64
0,1,IZQUIERDA,5,13,58
0,1,IZQUIERDA,5,14,41
0,1,IZQUIERDA,5,15,49
0,1,IZQUIERDA,5,16,36
0,1,IZQUIERDA,5,17,42
0,1,IZQUIERDA,5,18,20
0,1,IZQUIERDA,5,19,126
0,1,IZQUIERDA,5,20,24
0,1,IZQUIERDA,5,21,66
0,1,IZQUIERDA,5,22,15
0,1,IZQUIERDA,5,23,29
0,1,IZQUIERDA,5,24,31
0,1,IZQUIERDA,5,25,5
0,1,IZQUIERDA,6,1,2415
0,1,IZQUIERDA,6,2,56
0,1,IZQUIERDA,6,3,66
0,1,IZQUIERDA,6,4,52
0,1,IZQUIERDA,6,5,46
0,1,IZQUIERDA,6,6,35
0,1,IZQUIERDA,6,7,97
0,1,IZQUIERDA,6,8,158
0,1,IZQUIERDA,6,9,5
0,1,IZQUIERDA,6,10,21
0,1,IZQUIERDA,6,11,339
0,1,IZQUIERDA,6,12,46
0,1,IZQUIERDA,6,13,417
0,1,IZQUIERDA,6,14,99
0,1,IZQUIERDA,6,15,66
0,1,IZQUIERDA,6,16,54
0,1,IZQUIERDA,6,17,31
0,1,IZQUIERDA,6,18,50
0,1,IZQUIERDA,6,19,62
0,1,IZQUIERDA,6,20,140
0,1,IZQUIERDA,6,21,56
0,1,IZQUIERDA,6,22,21
0,1,IZQUIERDA,6,23,17
0,1,IZQUIERDA,6,24,83
0,1,IZQUIERDA,6,25,132
0,1,IZQUIERDA,7,1,1395
0,1,IZQUIERDA,7,2,858
0,1,IZQUIERDA,7,3,5
0,1,IZQUIERDA,7,4,6
0,1,IZQUIERDA,7,5,221
0,1,IZQUIERDA,7,6,497
0,1,IZQUIERDA,7,7,5
0,1,IZQUIERDA,7,8,14
0,1,IZQUIERDA,7,9,5
0,1,IZQUIERDA,7,10,1
0,1,IZQUIERDA,7,11,6
0,1,IZQUIERDA,7,12,70
0,1,IZQUIERDA,7,13,21
0,1,IZQUIERDA,7,14,87
0,1,IZQUIERDA,7,15,1947
0,1,IZQUIERDA,8,1,1293
0,1,IZQUIERDA,8,2,431
0,1,IZQUIERDA,8,3,238
0,1,IZQUIERDA,8,4,225
0,1,IZQUIERDA,8,5,156
0,1,IZQUIERDA,8,6,178
0,1,IZQUIERDA,8,7,328
0,1,IZQUIERDA,8,8,125
0,1,IZQUIERDA,8,9,822
0,1,IZQUIERDA,8,10,891
0,1,IZQUIERDA,8,11,62
0,1,IZQUIERDA,8,12,308
0,1,IZQUIERDA,8,13,918
0,1,IZQUIERDA,8,14,72
0,1,IZQUIERDA,8,15,379
0,1,IZQUIERDA,8,16,47
0,1,IZQUIERDA,8,17,314
0,1,IZQUIERDA,8,18,77
0,1,IZQUIERDA,9,1,817
0,1,IZQUIERDA,9,2,8
0,1,IZQUIERDA,9,3,85
0,1,IZQUIERDA,9,4,158
0,1,IZQUIERDA,9,5,17
0,1,IZQUIERDA,9,6,52
0,1,IZQUIERDA,9,7,41
0,1,IZQUIERDA,9,8,0
0,1,IZQUIERDA,9,9,8
0,1,IZQUIERDA,10,1,3800
0,1,IZQUIERDA,10,2,561
0,1,IZQUIERDA,10,3,15
0,1,IZQUIERDA,10,4,563
0,1,IZQUIERDA,10,5,417
0,1,IZQUIERDA,10,6,30
0,1,IZQUIERDA,10,7,538
0,1,IZQUIERDA,10,9,29
0,1,IZQUIERDA,10,10,59
0,1,IZQUIERDA,10,11,93
0,1,IZQUIERDA,10,12,44
0,1,IZQUIERDA,10,13,2
0,1,IZQUIERDA,10,14,7
0,1,IZQUIERDA,10,15,51
0,1,IZQUIERDA,10,16,10
0,1,IZQUIERDA,11,1,47
0,1,IZQUIERDA,11,2,868
0,1,IZQUIERDA,11,3,16
0,1,IZQUIERDA,11,4,23
0,1,IZQUIERDA,11,5,5
0,1,IZQUIERDA,11,6,40
0,1,IZQUIERDA,11,7,3
0,1,IZQUIERDA,11,8,82
0,1,IZQUIERDA,11,9,11
0,1,IZQUIERDA,11,10,53
0,1,IZQUIERDA,11,11,51
0,1,IZQUIERDA,11,12,20
0,1,IZQUIERDA,11,13,0
0,1,IZQUIERDA,11,14,0
0,1,IZQUIERDA,11,15,489
0,1,IZQUIERDA,11,16,29
0,1,IZQUIERDA,11,17,54
0,1,IZQUIERDA,11,18,34
0,1,IZQUIERDA,11,19,59
0,1,IZQUIERDA,11,20,79
0,1,IZQUIERDA,11,21,22
0,1,IZQUIERDA,11,22,124
0,1,IZQUIERDA,12,1,1545
0,1,IZQUIERDA,12,2,13
0,1,IZQUIERDA,12,3,6
0,1,IZQUIERDA,12,4,60
0,1,IZQUIERDA,12,5,20
0,1,IZQUIERDA,12,6,281
0,1,IZQUIERDA,12,7,38
0,1,IZQUIERDA,12,8,46
0,1,IZQUIERDA,12,9,10
0,1,IZQUIERDA,12,10,10
0,1,IZQUIERDA,12,11,17
0,1,IZQUIERDA,12,12,41
0,1,IZQUIERDA,12,13,5
0,1,IZQUIERDA,12,14,21
0,1,IZQUIERDA,12,15,15
0,1,IZQUIERDA,12,16,21
0,1,IZQUIERDA,12,17,75
0,1,IZQUIERDA,12,18,7
0,1,IZQUIERDA,13,1,1152
0,1,IZQUIERDA,13,2,1979
0,1,IZQUIERDA,13,3,2817
0,1,IZQUIERDA,13,4,1753
0,1,IZQUIERDA,13,5,165
0,1,IZQUIERDA,13,6,1722
0,1,IZQUIERDA,13,7,919
0,1,IZQUIERDA,13,8,142
0,1,IZQUIERDA,13,9,753
0,1,IZQUIERDA,13,10,177
0,1,IZQUIERDA,13,11,249
0,1,IZQUIERDA,13,12,228
0,1,IZQUIERDA,13,13,188
0,1,IZQUIERDA,13,14,30
0,1,IZQUIERDA,13,15,107
0,1,IZQUIERDA,13,16,871
0,1,IZQUIERDA,13,17,50
0,1,IZQUIERDA,13,18,218
0,1,IZQUIERDA,14,1,2298
0,1,IZQUIERDA,14,2,168
0,1,IZQUIERDA,14,3,110
0,1,IZQUIERDA,14,4,171
0,1,IZQUIERDA,14,5,32
0,1,IZQUIERDA,14,6,82
0,1,IZQUIERDA,14,7,197
0,1,IZQUIERDA,14,8,484
0,1,IZQUIERDA,14,9,188
0,1,IZQUIERDA,14,10,167
0,1,IZQUIERDA,14,11,70
0,1,IZQUIERDA,14,12,210
0,1,IZQUIERDA,14,13,253
0,1,IZQUIERDA,14,14,529
0,1,IZQUIERDA,14,15,55
0,1,IZQUIERDA,14,16,429
0,1,IZQUIERDA,14,17,114
0,1,IZQUIERDA,15,1,7780
0,1,IZQUIERDA,15,2,528
0,1,IZQUIERDA,15,3,127
0,1,IZQUIERDA,15,4,173
0,1,IZQUIERDA,15,5,155
0,1,IZQUIERDA,15,6,67
0,1,IZQUIERDA,15,7,44
0,1,IZQUIERDA,15,8,79
0,1,IZQUIERDA,15,9,56
0,1,IZQUIERDA,15,10,107
0,1,IZQUIERDA,15,11,20
0,1,IZQUIERDA,15,12,68
0,1,IZQUIERDA,15,13,56
0,1,IZQUIERDA,15,14,183
0,1,IZQUIERDA,15,15,527
0,1,IZQUIERDA,15,16,113
0,1,IZQUIERDA,16,1,675
0,1,IZQUIERDA,16,2,40
0,1,IZQUIERDA,16,3,203
0,1,IZQUIERDA,16,4,45
0,1,IZQUIERDA,16,5,11
0,1,IZQUIERDA,16,6,86
0,1,IZQUIERDA,16,7,17
0,1,IZQUIERDA,16,8,66
0,1,IZQUIERDA,16,9,1424
0,1,IZQUIERDA,16,10,119
0,1,IZQUIERDA,16,11,215
0,1,IZQUIERDA,16,12,3700
0,1,IZQUIERDA,16,13,30
0,1,IZQUIERDA,17,1,14419
0,1,IZQUIERDA,17,2,174
0,1,IZQUIERDA,17,3,534
0,1,IZQUIERDA,17,4,545
0,1,IZQUIERDA,17,5,250
0,1,IZQUIERDA,17,6,31
0,1,IZQUIERDA,17,7,1916
0,1,IZQUIERDA,17,8,1611
