eleccion_id,cargo_id,fuerza,distrito_id,seccion_id,votos_cantidad
0,1,,1,1,3604
0,1,,1,2,2908
0,1,,1,3,3494
0,1,,1,4,4024
0,1,,1,5,3148
0,1,,1,6,3170
0,1,,1,7,3543
0,1,,1,8,2934
0,1,,1,9,3061
0,1,,1,10,3243
0,1,,1,11,3556
0,1,,1,12,3889
0,1,,1,13,4209
0,1,,1,14,4026
0,1,,1,15,3579
0,1,,2,1,422
0,1,,2,2,422
0,1,,2,3,11041
0,1,,2,4,6557
0,1,,2,5,877
0,1,,2,6,1928
0,1,,2,7,8325
0,1,,2,8,1185
0,1,,2,9,859
0,1,,2,10,597
0,1,,2,11,7101
0,1,,2,12,2444
0,1,,2,13,1371
0,1,,2,14,1200
0,1,,2,15,771
0,1,,2,16,2204
0,1,,2,17,1267
0,1,,2,18,1042
0,1,,2,19,748
0,1,,2,20,478
0,1,,2,21,530
0,1,,2,22,757
0,1,,2,23,274
0,1,,2,24,598
0,1,,2,25,997
0,1,,2,26,1316
0,1,,2,27,1587
0,1,,2,28,1085
0,1,,2,29,874
0,1,,2,30,1839
0,1,,2,31,1284
0,1,,2,32,599
0,1,,2,33,1423
0,1,,2,34,1836
0,1,,2,35,5400
0,1,,2,36,5227
0,1,,2,37,823
0,1,,2,38,9816
0,1,,2,39,722
0,1,,2,40,418
0,1,,2,41,364
0,1,,2,42,682
0,1,,2,43,117
0,1,,2,44,400
0,1,,2,45,356
0,1,,2,46,126
0,1,,2,47,448
0,1,,2,48,535
0,1,,2,49,282
0,1,,2,50,14375
0,1,,2,51,1773
0,1,,2,52,7901
0,1,,2,53,6321
0,1,,2,54,540
0,1,,2,55,784
0,1,,2,56,1057
0,1,,2,57,614
0,1,,2,58,434
0,1,,2,59,710
0,1,,2,60,2352
0,1,,2,61,25532
0,1,,2,62,10174
0,1,,2,63,15023
0,1,,2,64,240
0,1,,2,65,1116
0,1,,2,66,421
0,1,,2,67,1157
0,1,,2,68,428
0,1,,2,69,1206
0,1,,2,70,11804
0,1,,2,71,2594
0,1,,2,72,481
0,1,,2,73,342
0,1,,2,74,630
0,1,,2,75,1194
0,1,,2,76,1667
0,1,,2,77,11367
0,1,,2,78,661
0,1,,2,79,10395
0,1,,2,80,7076
0,1,,2,81,734
0,1,,2,82,2374
0,1,,2,83,1100
0,1,,2,84,3220
0,1,,2,85,1286
0,1,,2,86,220
0,1,,2,87,2781
0,1,,2,88,111
0,1,,2,89,5143
0,1,,2,90,746
0,1,,2,91,498
0,1,,2,92,10935
0,1,,2,93,902
0,1,,2,94,645
0,1,,2,95,787
0,1,,2,96,1535
0,1,,2,97,540
0,1,,2,98,535
0,1,,2,99,1272
0,1,,2,100,364
0,1,,2,101,686
0,1,,2,102,635
0,1,,2,103,620
0,1,,2,104,289
0,1,,2,105,5080
0,1,,2,106,7522
0,1,,2,107,4216
0,1,,2,108,1691
0,1,,2,109,2158
0,1,,2,110,365
0,1,,2,111,3151
0,1,,2,112,299
0,1,,2,113,8765
0,1,,2,114,433
0,1,,2,115,1411
0,1,,2,116,121
0,1,,2,117,2365
0,1,,2,118,6440
0,1,,2,119,1604
0,1,,2,120,277
0,1,,2,121,1278
0,1,,2,122,5959
0,1,,2,123,731
0,1,,2,124,1880
0,1,,2,125,2453
0,1,,2,126,1025
0,1,,2,127,187
0,1,,2,128,1921
0,1,,2,129,7028
0,1,,2,130,8215
0,1,,2,131,485
0,1,,2,132,3093
0,1,,2,133,3215
0,1,,2,134,3896
0,1,,2,135,576
0,1,,3,1,1929
0,1,,3,2,130
0,1,,3,3,240
0,1,,3,4,37
0,1,,3,5,82
0,1,,3,6,133
0,1,,3,7,53
0,1,,3,8,349
0,1,,3,9,143
0,1,,3,10,63
0,1,,3,11,132
0,1,,3,12,190
0,1,,3,13,289
0,1,,3,14,21
0,1,,3,15,239
0,1,,3,16,241
0,1,,4,1,16152
0,1,,4,2,651
0,1,,4,3,2784
0,1,,4,4,466
0,1,,4,5,211
0,1,,4,6,1388
0,1,,4,7,325
0,1,,4,8,668
0,1,,4,9,1020
0,1,,4,10,30
0,1,,4,11,68
0,1,,4,12,2760
0,1,,4,13,2980
0,1,,4,14,403
0,1,,4,15,115
0,1,,4,16,1374
0,1,,4,17,315
0,1,,4,18,781
0,1,,4,19,444
0,1,,4,20,2041
0,1,,4,21,1146
0,1,,4,22,39
0,1,,4,23,1243
0,1,,4,24,192
0,1,,4,25,145
0,1,,4,26,955
0,1,,5,1,8025
0,1,,5,2,867
0,1,,5,3,1248
0,1,,5,4,520
0,1,,5,5,191
0,1,,5,6,310
0,1,,5,7,759
0,1,,5,8,438
0,1,,5,9,255
0,1,,5,10,224
0,1,,5,11,549
0,1,,5,12,160
0,1,,5,13,176
0,1,,5,14,173
0,1,,5,15,299
0,1,,5,16,164
0,1,,5,17,224
0,1,,5,18,99
0,1,,5,19,283
0,1,,5,20,268
0,1,,5,21,148
0,1,,5,22,61
0,1,,5,23,164
0,1,,5,24,66
0,1,,5,25,24
0,1,,6,1,4016
0,1,,6,2,89
0,1,,6,3,107
0,1,,6,4,69
0,1,,6,5,83
0,1,,6,6,65
0,1,,6,7,163
0,1,,6,8,371
0,1,,6,9,14
0,1,,6,10,60
0,1,,6,11,499
0,1,,6,12,112
0,1,,6,13,665
0,1,,6,14,211
0,1,,6,15,132
0,1,,6,16,118
0,1,,6,17,74
0,1,,6,18,50
0,1,,6,19,152
0,1,,6,20,211
0,1,,6,21,138
0,1,,6,22,42
0,1,,6,23,40
0,1,,6,24,134
0,1,,6,25,371
0,1,,7,1,2093
0,1,,7,2,1415
0,1,,7,3,32
0,1,,7,4,13
0,1,,7,5,426
0,1,,7,6,850
0,1,,7,7,39
0,1,,7,8,71
0,1,,7,9,32
0,1,,7,10,10
0,1,,7,11,12
0,1,,7,12,152
0,1,,7,13,77
0,1,,7,14,139
0,1,,7,15,3204
0,1,,8,1,12583
0,1,,8,2,5637
0,1,,8,3,2876
0,1,,8,4,2787
0,1,,8,5,2297
0,1,,8,6,2690
0,1,,8,7,3415
0,1,,8,8,1332
0,1,,8,9,6558
0,1,,8,10,4860
0,1,,8,11,791
0,1,,8,12,1954
0,1,,8,13,6115
0,1,,8,14,648
0,1,,8,15,3452
0,1,,8,16,856
0,1,,8,17,3649
0,1,,8,18,2032
0,1,,9,1,9056
0,1,,9,2,351
0,1,,9,3,1829
0,1,,9,4,1404
0,1,,9,5,270
0,1,,9,6,1403
0,1,,9,7,51
0,1,,9,8,26
0,1,,9,9,180
0,1,,10,1,10446
0,1,,10,2,1939
0,1,,10,3,152
0,1,,10,4,3274
0,1,,10,5,3510
0,1,,10,6,361
0,1,,10,7,2827
0,1,,10,9,214
0,1,,10,10,563
0,1,,10,11,1075
0,1,,10,12,359
0,1,,10,13,46
0,1,,10,14,67
0,1,,10,15,1034
0,1,,10,16,81
0,1,,11,1,1097
0,1,,11,2,6419
0,1,,11,3,133
0,1,,11,4,564
0,1,,11,5,301
0,1,,11,6,958
0,1,,11,7,44
0,1,,11,8,1224
0,1,,11,9,38
0,1,,11,10,755
0,1,,11,11,746
0,1,,11,12,734
0,1,,11,13,46
0,1,,11,14,19
0,1,,11,15,3948
0,1,,11,16,1729
0,1,,11,17,649
0,1,,11,18,771
0,1,,11,19,1062
0,1,,11,20,614
0,1,,11,21,396
0,1,,11,22,1503
0,1,,12,1,12557
0,1,,12,2,245
0,1,,12,3,396
0,1,,12,4,751
0,1,,12,5,253
0,1,,12,6,2919
0,1,,12,7,534
0,1,,12,8,1019
0,1,,12,9,147
0,1,,12,10,155
0,1,,12,11,350
0,1,,12,12,799
0,1,,12,13,262
0,1,,12,14,328
0,1,,12,15,384
0,1,,12,16,308
0,1,,12,17,1146
0,1,,12,18,350
0,1,,13,1,6233
0,1,,13,2,10259
0,1,,13,3,14481
0,1,,13,4,11127
0,1,,13,5,3028
0,1,,13,6,10634
0,1,,13,7,6039
0,1,,13,8,1715
0,1,,13,9,5665
0,1,,13,10,2492
0,1,,13,11,3712
0,1,,13,12,2605
0,1,,13,13,2297
0,1,,13,14,798
0,1,,13,15,614
0,1,,13,16,10656
0,1,,13,17,2888
0,1,,13,18,3287
0,1,,14,1,4640
0,1,,14,2,428
0,1,,14,3,255
0,1,,14,4,689
0,1,,14,5,59
0,1,,14,6,242
0,1,,14,7,510
0,1,,14,8,1416
0,1,,14,9,562
0,1,,14,10,768
0,1,,14,11,204
0,1,,14,12,316
0,1,,14,13,795
0,1,,14,14,862
0,1,,14,15,283
0,1,,14,16,728
0,1,,14,17,357
0,1,,15,1,15025
0,1,,15,2,782
0,1,,15,3,198
0,1,,15,4,252
0,1,,15,5,228
0,1,,15,6,158
0,1,,15,7,92
0,1,,15,8,370
